序號,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限_速度(公里),道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別,縣市別代碼,機關代碼,市話,傳真
3025,2023,03,8,16,30,臺中市,龍井區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",43,"   ",1,12,"  ",B03,120.55208,24.21389,3,66000,387130000C,(04)23289100,(04)25368667
3026,2023,03,8,16,31,臺中市,中區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,12,44,3,10,3,4,B03,7,5,1,8,2,2,"  ",44,44,1,21,8,B03,120.684456,24.142287,2,66000,387130000C,(04)23289100,(04)25368667
3027,2023,03,8,16,34,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,22,"  ",C03,120.678622,24.148167,3,66000,387130000C,(04)23289100,(04)25368667
3028,2023,03,8,16,36,臺中市,龍井區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,8,"  ",10,10,1,12,8,B03,120.523363,24.205513,2,66000,387130000C,(04)23289100,(04)25368667
3029,2023,03,8,16,39,臺中市,烏日區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,14,12,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B12,120.612372,24.110507,3,66000,387130000C,(04)23289100,(04)25368667
3030,2023,03,8,16,42,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,21,"  ",B12,120.707542,24.113256,3,66000,387130000C,(04)23289100,(04)25368667
3031,2023,03,8,16,48,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,4,"  ",B03,120.6834,24.2008,3,66000,387130000C,(04)23289100,(04)25368667
3032,2023,03,8,16,49,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,4,1,15,25,3,10,3,4,B03,7,9,1,8,2,7,"  ",25,25,1,22,9,B03,120.67453,24.097728,2,66000,387130000C,(04)23289100,(04)25368667
3033,2023,03,8,16,50,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",19,"   ",1,4,"  ",B03,120.668273,24.116517,3,66000,387130000C,(04)23289100,(04)25368667
3034,2023,03,8,16,50,臺中市,西屯區,0,3,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,"  ",6,6,1,22,8,C03,120.64619,24.186393,2,66000,387130000C,(04)23289100,(04)25368667
3035,2023,03,8,16,50,臺中市,神岡區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,17,42,2,9,1,1,C03,7,9,1,10,2,15,"  ",42,42,1,12,8,C03,120.712644,24.256485,2,66000,387130000C,(04)23289100,(04)25368667
3036,2023,03,8,16,50,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,22,"  ",B12,120.748061,24.266911,3,66000,387130000C,(04)23289100,(04)25368667
3037,2023,03,8,16,54,臺中市,龍井區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,12,"  ",B03,120.508943,24.200653,3,66000,387130000C,(04)23289100,(04)25368667
3038,2023,03,8,16,55,臺中市,西區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,4,4,5,2,5,2,17,26,2,9,1,1,C03,7,9,1,10,2,12,"  ",26,4,1,5,7,C03,120.660221,24.147717,2,66000,387130000C,(04)23289100,(04)25368667
3039,2023,03,8,17,0,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,19,2,9,1,1,C03,7,1,1,10,2,11,"  ",19,19,1,22,8,C03,120.680593,24.194368,2,66000,387130000C,(04)23289100,(04)25368667
3040,2023,03,8,17,0,臺中市,豐原區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,1,1,4,5,4,1,17,40,3,10,1,1,B03,7,13,1,8,2,4,"  ",40,40,1,22,8,B03,120.720288,24.240941,2,66000,387130000C,(04)23289100,(04)25368667
3041,2023,03,8,17,1,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,21,"  ",B03,120.652962,24.150959,3,66000,387130000C,(04)23289100,(04)25368667
3042,2023,03,8,17,1,臺中市,東區,0,1,0,8,2,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,"  ",6,6,1,5,8,C03,120.687522,24.140613,2,66000,387130000C,(04)23289100,(04)25368667
3043,2023,03,8,17,5,臺中市,清水區,0,0,0,8,,,40,,,,,,,,,,,,,,,10,"  ","  ","  ","  ",A12,"  ","  ",1,"  ",9,"  ","  ",10,"   ",1,21,"  ",A12,120.540129,24.28917,3,66000,387130000C,(04)23289100,(04)25368667
3044,2023,03,8,17,7,臺中市,南區,0,0,0,8,1,5,50,4,9,1,5,4,5,7,2,1,2,4,5,2,13,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",44,"   ",1,21,"  ",B03,120.679303,24.11956,3,66000,387130000C,(04)23289100,(04)25368667
3045,2023,03,8,17,7,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.649211,24.406607,3,66000,387130000C,(04)23289100,(04)25368667
3046,2023,03,8,17,9,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,25,"  ","  ","  ","  ",F03,"  ","  ",8,"  ",2,"  ","  ",25,"   ",1,22,"  ",F03,120.656703,24.250861,3,66000,387130000C,(04)23289100,(04)25368667
3047,2023,03,8,17,10,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,4,"  ",B03,120.694293,24.147608,3,66000,387130000C,(04)23289100,(04)25368667
3048,2023,03,8,17,11,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",A11,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,21,"  ",A11,120.733893,24.161121,3,66000,387130000C,(04)23289100,(04)25368667
3049,2023,03,8,17,12,臺中市,大里區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,17,19,2,9,3,4,C03,7,1,1,10,2,14,"  ",19,19,1,12,8,C03,120.694261,24.076566,2,66000,387130000C,(04)23289100,(04)25368667
3050,2023,03,8,17,12,臺中市,大里區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,5,8,C03,120.694113,24.099801,2,66000,387130000C,(04)23289100,(04)25368667
3051,2023,03,8,17,13,臺中市,大雅區,0,1,0,8,2,5,30,4,2,1,5,4,5,7,4,4,10,5,5,2,14,12,3,10,1,1,B03,7,2,1,4,2,3,"  ",12,12,1,22,9,B03,120.627976,24.229317,2,66000,387130000C,(04)23289100,(04)25368667
3052,2023,03,8,17,13,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.720227,24.236722,3,66000,387130000C,(04)23289100,(04)25368667
3053,2023,03,8,17,14,臺中市,后里區,0,0,0,8,1,5,50,3,7,1,5,4,5,7,4,4,5,5,4,2,13,16,3,10,1,1,C03,7,9,1,10,2,11,"  ",16,16,1,21,8,C03,120.715058,24.303051,3,66000,387130000C,(04)23289100,(04)25368667
3054,2023,03,8,17,15,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,44,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",44,"   ",1,9,"  ",B03,120.708444,24.086842,3,66000,387130000C,(04)23289100,(04)25368667
3055,2023,03,8,17,18,臺中市,中區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,14,"  ",8,8,1,21,8,C03,120.681022,24.143859,2,66000,387130000C,(04)23289100,(04)25368667
3056,2023,03,8,17,20,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",17,17,1,22,"  ",B03,120.68512,24.204778,3,66000,387130000C,(04)23289100,(04)25368667
3057,2023,03,8,17,20,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,22,"  ",C03,120.641381,24.162412,3,66000,387130000C,(04)23289100,(04)25368667
3058,2023,03,8,17,20,臺中市,霧峰區,0,0,0,8,,,40,,,,,,,,,,,,,,,18,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",18,"   ",1,12,"  ",B03,120.66715,24.060395,3,66000,387130000C,(04)23289100,(04)25368667
3059,2023,03,8,17,20,臺中市,龍井區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,9,4,5,1,17,17,3,10,1,1,C03,7,1,1,10,11,11,"  ",17,17,2,21,8,C03,120.583931,24.182218,2,66000,387130000C,(04)23289100,(04)25368667
3060,2023,03,8,17,22,臺中市,北屯區,0,3,0,8,1,5,50,3,9,1,5,4,5,7,1,1,1,4,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,"  ",16,16,1,22,8,C03,120.697047,24.169516,2,66000,387130000C,(04)23289100,(04)25368667
3061,2023,03,8,17,24,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,13,16,2,5,1,1,C03,7,9,1,10,2,11,"  ",16,16,1,22,8,C03,120.64502,24.165068,2,66000,387130000C,(04)23289100,(04)25368667
3062,2023,03,8,17,25,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,14,"  ",23,6,1,22,8,C03,120.692527,24.144211,2,66000,387130000C,(04)23289100,(04)25368667
3063,2023,03,8,17,26,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,"  ","  ","  ","  ",B12,"  ","  ",1,8,1,"  ","  ",17,17,1,22,"  ",B12,120.679913,24.137942,3,66000,387130000C,(04)23289100,(04)25368667
3064,2023,03,8,17,28,臺中市,大里區,0,1,0,8,2,5,50,11,10,1,5,4,5,7,4,4,9,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,21,1,C03,120.662566,24.087558,2,66000,387130000C,(04)23289100,(04)25368667
3065,2023,03,8,17,30,臺中市,西屯區,0,1,0,8,2,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,12,23,3,10,1,1,B03,7,5,6,18,7,5,"  ",23,23,1,22,8,B03,120.649557,24.171703,2,66000,387130000C,(04)23289100,(04)25368667
3066,2023,03,8,17,32,臺中市,新社區,0,2,0,8,2,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,6,2,9,1,1,C03,7,11,1,10,2,14,"  ",6,6,1,19,8,C03,120.807823,24.240272,2,66000,387130000C,(04)23289100,(04)25368667
3067,2023,03,8,17,32,臺中市,豐原區,0,2,0,8,1,5,50,4,18,1,5,4,5,7,2,1,10,5,5,2,3,23,2,9,3,4,C03,7,9,1,10,2,15,"  ",23,23,1,22,8,C03,120.729355,24.257341,2,66000,387130000C,(04)23289100,(04)25368667
3068,2023,03,8,17,39,臺中市,東區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,3,10,1,1,B03,7,5,1,8,2,2,"  ",8,8,1,9,8,B03,120.701416,24.14283,2,66000,387130000C,(04)23289100,(04)25368667
3069,2023,03,8,17,40,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,6,"  ",6,6,1,22,8,B03,120.640389,24.198383,2,66000,387130000C,(04)23289100,(04)25368667
3070,2023,03,8,17,42,臺中市,東區,0,0,0,8,2,5,40,4,8,1,5,4,5,7,1,1,5,5,4,2,16,18,3,10,1,1,B03,7,8,1,8,2,2,"  ",18,18,1,21,8,B03,120.700212,24.131988,3,66000,387130000C,(04)23289100,(04)25368667
3071,2023,03,8,17,43,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,30,"  ","  ","  ","  ",C03,"  ","  ",6,"  ",2,"  ","  ",30,"   ",1,5,"  ",C03,120.720731,24.149999,3,66000,387130000C,(04)23289100,(04)25368667
3072,2023,03,8,17,44,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.652655,24.153348,3,66000,387130000C,(04)23289100,(04)25368667
3073,2023,03,8,17,45,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,16,2,9,1,1,C03,7,9,6,10,2,11,"  ",16,16,1,22,8,C03,120.639967,24.185145,2,66000,387130000C,(04)23289100,(04)25368667
3074,2023,03,8,17,46,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,21,"  ",B03,120.655135,24.150315,3,66000,387130000C,(04)23289100,(04)25368667
3075,2023,03,8,17,49,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",11,"  ","  ",23,"   ",1,22,"  ",B03,120.683145,24.196449,3,66000,387130000C,(04)23289100,(04)25368667
3076,2023,03,8,17,50,臺中市,南區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,2,1,3,5,5,2,9,42,3,10,1,1,A02,7,12,1,1,2,15,"  ",42,42,1,10,5,A02,120.670047,24.126452,2,66000,387130000C,(04)23289100,(04)25368667
3077,2023,03,8,17,51,臺中市,北屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,21,8,C03,120.686105,24.166943,2,66000,387130000C,(04)23289100,(04)25368667
3078,2023,03,8,17,52,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",7,"   ",1,22,"  ",B03,120.622292,24.150143,3,66000,387130000C,(04)23289100,(04)25368667
3079,2023,03,8,17,53,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",26,"   ",1,2,"  ",C03,120.66018,24.152542,3,66000,387130000C,(04)23289100,(04)25368667
3080,2023,03,8,17,54,臺中市,烏日區,0,1,0,8,3,5,50,4,9,1,5,4,5,7,1,1,10,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,5,8,C03,120.647486,24.07207,2,66000,387130000C,(04)23289100,(04)25368667
3081,2023,03,8,17,57,臺中市,東區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,"  ",6,6,1,22,8,B03,120.69708,24.142748,2,66000,387130000C,(04)23289100,(04)25368667
3082,2023,03,8,17,57,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.646643,24.147762,3,66000,387130000C,(04)23289100,(04)25368667
3083,2023,03,8,17,59,臺中市,大里區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,15,14,2,4,3,4,F01,7,9,8,20,2,16,"  ",14,14,1,22,9,F01,120.678099,24.095373,2,66000,387130000C,(04)23289100,(04)25368667
3084,2023,03,8,18,1,臺中市,太平區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,3,1,5,5,5,2,16,8,3,10,1,1,B12,7,5,1,8,2,4,"  ",8,8,1,21,8,B12,120.732175,24.138917,2,66000,387130000C,(04)23289100,(04)25368667
3085,2023,03,8,18,4,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,4,"  ",B03,120.628251,24.148053,3,66000,387130000C,(04)23289100,(04)25368667
3086,2023,03,8,18,8,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",26,26,1,5,"  ",B03,120.680175,24.189007,3,66000,387130000C,(04)23289100,(04)25368667
3087,2023,03,8,18,13,臺中市,中區,0,2,0,8,3,5,50,5,1,1,5,4,5,7,4,4,5,4,5,2,3,51,2,9,4,5,H01,8,16,8,20,10,16,"  ",51,51,1,21,8,H01,120.680064,24.141647,2,66000,387130000C,(04)23289100,(04)25368667
3088,2023,03,8,18,15,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.709825,24.182266,3,66000,387130000C,(04)23289100,(04)25368667
3089,2023,03,8,18,16,臺中市,大里區,0,1,0,8,3,5,30,4,1,1,5,4,5,7,1,1,10,5,5,1,3,52,3,10,4,5,H01,8,16,8,20,10,16,"  ",52,52,1,20,8,H01,120.686295,24.121303,2,66000,387130000C,(04)23289100,(04)25368667
3090,2023,03,8,18,18,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,8,2,"  ","  ",12,12,1,22,"  ",B03,120.661699,24.158578,3,66000,387130000C,(04)23289100,(04)25368667
3091,2023,03,8,18,19,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,5,"  ",B02,120.686455,24.198166,3,66000,387130000C,(04)23289100,(04)25368667
3092,2023,03,8,18,22,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.687785,24.158375,3,66000,387130000C,(04)23289100,(04)25368667
3093,2023,03,8,18,23,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",11,"  ","  ",23,"   ",2,22,"  ",C03,120.692663,24.138388,3,66000,387130000C,(04)23289100,(04)25368667
3094,2023,03,8,18,23,臺中市,西屯區,0,1,0,8,2,5,40,4,2,1,5,4,5,7,2,1,5,5,4,2,17,40,3,10,1,1,B03,7,13,1,8,2,4,"  ",40,40,1,21,8,B03,120.644473,24.184996,2,66000,387130000C,(04)23289100,(04)25368667
3095,2023,03,8,18,25,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,4,"  ",B03,120.701363,24.142983,3,66000,387130000C,(04)23289100,(04)25368667
3096,2023,03,8,18,26,臺中市,南區,0,0,0,8,3,5,50,4,9,1,5,4,5,7,1,1,5,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,"  ",23,23,1,21,8,B03,120.681109,24.119045,3,66000,387130000C,(04)23289100,(04)25368667
3097,2023,03,8,18,30,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,23,1,22,"  ",B03,120.648749,24.146758,3,66000,387130000C,(04)23289100,(04)25368667
3098,2023,03,8,18,35,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,21,"  ",C03,120.673585,24.136714,3,66000,387130000C,(04)23289100,(04)25368667
3099,2023,03,8,18,37,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",2,"  ","  ",19,"   ",1,22,"  ",B02,120.638703,24.171095,3,66000,387130000C,(04)23289100,(04)25368667
3100,2023,03,8,18,38,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",1,19,1,22,"  ",C03,120.656645,24.16097,3,66000,387130000C,(04)23289100,(04)25368667
3101,2023,03,8,18,39,臺中市,龍井區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,17,40,3,10,3,4,B03,7,13,1,8,2,4,"  ",40,40,1,22,8,B03,120.5831,24.179725,2,66000,387130000C,(04)23289100,(04)25368667
3102,2023,03,8,18,42,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,43,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",43,"   ",1,22,"  ",B03,120.613535,24.172871,3,66000,387130000C,(04)23289100,(04)25368667
3103,2023,03,8,18,43,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.660041,24.173784,3,66000,387130000C,(04)23289100,(04)25368667
3104,2023,03,8,18,44,臺中市,潭子區,0,2,0,8,3,5,50,14,8,1,5,4,5,7,1,1,3,4,4,1,17,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,8,C03,120.686622,24.20913,2,66000,387130000C,(04)23289100,(04)25368667
3105,2023,03,8,18,44,臺中市,潭子區,0,3,0,8,1,5,60,3,1,1,5,4,5,7,1,1,1,4,4,1,17,16,2,9,1,1,C03,7,8,1,10,2,13,"  ",16,16,1,22,8,C03,120.686616,24.20911,2,66000,387130000C,(04)23289100,(04)25368667
3106,2023,03,8,18,44,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.696418,24.132775,3,66000,387130000C,(04)23289100,(04)25368667
3107,2023,03,8,18,45,臺中市,大里區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,26,3,10,1,1,B12,7,11,1,8,2,5,"  ",26,26,1,21,7,B12,120.694721,24.101144,2,66000,387130000C,(04)23289100,(04)25368667
3108,2023,03,8,18,48,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,13,23,3,10,1,1,B12,7,6,1,8,1,1,"  ",23,23,1,22,8,B12,120.599164,24.174489,2,66000,387130000C,(04)23289100,(04)25368667
3109,2023,03,8,18,48,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,44,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",44,"   ",1,22,"  ",B03,120.606907,24.193864,3,66000,387130000C,(04)23289100,(04)25368667
3110,2023,03,8,18,52,臺中市,霧峰區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,1,17,6,3,10,3,4,C03,7,5,1,10,2,11,"  ",6,6,1,18,8,C03,120.709336,24.080835,2,66000,387130000C,(04)23289100,(04)25368667
3111,2023,03,8,18,52,臺中市,烏日區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,11,14,23,23,1,18,8,C03,120.648162,24.102323,2,66000,387130000C,(04)23289100,(04)25368667
3112,2023,03,8,18,55,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,21,"  ",B03,120.661239,24.190083,3,66000,387130000C,(04)23289100,(04)25368667
3113,2023,03,8,19,9,臺中市,大里區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,9,4,4,1,11,43,2,9,3,4,B02,7,11,1,8,2,8,"  ",43,43,1,22,9,B02,120.662568,24.097114,2,66000,387130000C,(04)23289100,(04)25368667
3114,2023,03,8,19,14,臺中市,豐原區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,13,16,3,10,1,1,C03,7,5,2,18,2,11,"  ",16,16,1,21,8,C03,120.719133,24.248088,2,66000,387130000C,(04)23289100,(04)25368667
3115,2023,03,8,19,19,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,10,"  ",B03,120.660751,24.158672,3,66000,387130000C,(04)23289100,(04)25368667
3116,2023,03,8,19,41,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,1,15,3,10,1,1,B03,7,5,1,8,2,1,"  ",15,15,1,21,8,B03,120.660951,24.159175,2,66000,387130000C,(04)23289100,(04)25368667
3117,2023,03,8,19,41,臺中市,北區,0,0,0,8,1,5,40,3,8,1,5,4,5,7,1,1,1,4,4,2,13,16,3,10,1,1,C03,7,9,1,10,1,11,"  ",16,16,1,5,5,C03,120.672526,24.168832,3,66000,387130000C,(04)23289100,(04)25368667
3118,2023,03,8,19,41,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,25,2,1,1,1,B03,7,9,1,8,2,8,"  ",25,25,1,22,8,B03,120.640788,24.16504,2,66000,387130000C,(04)23289100,(04)25368667
3119,2023,03,8,19,45,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,5,2,12,23,2,9,1,1,C03,7,4,1,10,2,14,"  ",23,23,1,22,8,C03,120.634957,24.16054,2,66000,387130000C,(04)23289100,(04)25368667
3120,2023,03,8,19,47,臺中市,中區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,18,13,2,9,1,1,C03,7,9,3,18,2,12,"  ",13,13,1,22,9,C03,120.678876,24.141968,2,66000,387130000C,(04)23289100,(04)25368667
3121,2023,03,8,19,48,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",7,"  ",9,"  ","  ",12,"   ",1,22,"  ",B03,120.70192,24.156951,3,66000,387130000C,(04)23289100,(04)25368667
