序號,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限_速度(公里),道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別,縣市別代碼,機關代碼,市話,傳真
3788,2023,01,10,17,12,臺中市,東區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,42,3,10,3,4,B03,7,6,1,8,9,15,"  ",42,42,1,22,8,B03,120.706117,24.12978,2,66000,387130000C,(04)23289100,(04)25368667
3789,2023,01,10,17,13,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",7,"   ",1,22,"  ",B03,120.700348,24.24913,3,66000,387130000C,(04)23289100,(04)25368667
3790,2023,01,10,17,14,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,8,2,9,1,1,C03,7,5,1,10,2,14,"  ",8,8,1,22,9,C03,120.683588,24.143043,2,66000,387130000C,(04)23289100,(04)25368667
3791,2023,01,10,17,14,臺中市,大里區,0,0,0,8,2,5,50,3,1,1,5,4,5,7,1,1,1,2,5,1,16,25,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",25,"   ",1,22,"  ",C03,120.690245,24.121164,3,66000,387130000C,(04)23289100,(04)25368667
3792,2023,01,10,17,15,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.654598,24.16591,3,66000,387130000C,(04)23289100,(04)25368667
3793,2023,01,10,17,15,臺中市,大甲區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,26,2,9,1,1,C03,7,9,1,10,2,12,"  ",26,26,1,4,1,C03,120.621533,24.345428,2,66000,387130000C,(04)23289100,(04)25368667
3794,2023,01,10,17,17,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,22,"  ",B03,120.676219,24.281977,3,66000,387130000C,(04)23289100,(04)25368667
3795,2023,01,10,17,19,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,22,"  ",B03,120.721811,24.181854,3,66000,387130000C,(04)23289100,(04)25368667
3796,2023,01,10,17,19,臺中市,西屯區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,3,4,C03,7,5,1,10,2,11,"  ",6,6,1,22,8,C03,120.66464,24.180688,2,66000,387130000C,(04)23289100,(04)25368667
3797,2023,01,10,17,19,臺中市,烏日區,0,0,0,,,,60,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",A12,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,21,"  ",A12,120.651952,24.10429,3,66000,387130000C,(04)23289100,(04)25368667
3798,2023,01,10,17,20,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,18,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",18,18,1,4,"  ",B03,120.652272,24.134739,3,66000,387130000C,(04)23289100,(04)25368667
3799,2023,01,10,17,20,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,21,"  ",B03,120.616479,24.111672,3,66000,387130000C,(04)23289100,(04)25368667
3800,2023,01,10,17,24,臺中市,潭子區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,4,2,3,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,8,C03,120.691507,24.217547,2,66000,387130000C,(04)23289100,(04)25368667
3801,2023,01,10,17,25,臺中市,太平區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,5,1,13,16,2,9,1,1,F03,7,9,8,20,6,16,"  ",16,16,1,21,8,F03,120.720611,24.120661,2,66000,387130000C,(04)23289100,(04)25368667
3802,2023,01,10,17,27,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",19,19,1,22,"  ",B03,120.64975,24.155611,3,66000,387130000C,(04)23289100,(04)25368667
3803,2023,01,10,17,27,臺中市,大肚區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,21,"  ",B12,120.545302,24.149,3,66000,387130000C,(04)23289100,(04)25368667
3804,2023,01,10,17,28,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,23,1,22,"  ",B03,120.61821,24.163739,3,66000,387130000C,(04)23289100,(04)25368667
3805,2023,01,10,17,30,臺中市,大里區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,5,"  ",6,6,1,21,8,B03,120.674623,24.103625,2,66000,387130000C,(04)23289100,(04)25368667
3806,2023,01,10,17,30,臺中市,太平區,0,2,0,8,3,5,40,14,8,1,5,4,5,7,4,4,5,4,4,1,13,16,2,9,1,1,C03,7,9,1,10,1,11,"  ",16,16,1,21,8,C03,120.733818,24.120808,2,66000,387130000C,(04)23289100,(04)25368667
3807,2023,01,10,17,31,臺中市,西屯區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,4,8,C03,120.621036,24.186799,2,66000,387130000C,(04)23289100,(04)25368667
3808,2023,01,10,17,32,臺中市,南屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,1,4,5,2,16,5,3,10,1,1,B03,7,6,1,8,2,2,"  ",5,5,1,19,1,B03,120.646643,24.147762,2,66000,387130000C,(04)23289100,(04)25368667
3809,2023,01,10,17,33,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,5,"  ",B03,120.679073,24.141736,3,66000,387130000C,(04)23289100,(04)25368667
3810,2023,01,10,17,34,臺中市,北區,0,0,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,3,10,1,1,B03,7,4,1,8,1,7,"  ",1,1,1,5,5,B03,120.68196,24.163013,3,66000,387130000C,(04)23289100,(04)25368667
3811,2023,01,10,17,35,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",43,"   ",1,21,"  ",B03,120.686378,24.17572,3,66000,387130000C,(04)23289100,(04)25368667
3812,2023,01,10,17,37,臺中市,西屯區,0,2,0,8,1,5,40,14,11,1,5,4,5,7,4,4,1,1,1,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,8,C03,120.63834,24.203176,2,66000,387130000C,(04)23289100,(04)25368667
3813,2023,01,10,17,37,臺中市,大里區,0,0,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,4,2,17,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",C03,120.676974,24.098249,3,66000,387130000C,(04)23289100,(04)25368667
3814,2023,01,10,17,38,臺中市,烏日區,0,0,0,8,3,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,14,12,3,10,3,4,B12,7,2,1,8,2,7,"  ",12,12,1,21,9,B12,120.605953,24.117673,3,66000,387130000C,(04)23289100,(04)25368667
3815,2023,01,10,17,40,臺中市,大里區,0,0,0,8,3,5,50,4,2,1,5,4,5,7,1,1,1,2,4,1,13,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.681082,24.104827,3,66000,387130000C,(04)23289100,(04)25368667
3816,2023,01,10,17,41,臺中市,大里區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,25,2,9,1,1,C03,7,9,1,10,2,11,"  ",25,25,1,21,5,C03,120.687554,24.086311,2,66000,387130000C,(04)23289100,(04)25368667
3817,2023,01,10,17,43,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",23,23,1,5,"  ",B12,120.698098,24.109123,3,66000,387130000C,(04)23289100,(04)25368667
3818,2023,01,10,17,45,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C01,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,4,"  ",C01,120.636938,24.171893,3,66000,387130000C,(04)23289100,(04)25368667
3819,2023,01,10,17,45,臺中市,豐原區,0,1,0,8,2,5,60,3,1,1,5,4,5,7,4,4,1,4,4,2,17,42,3,10,1,1,B03,7,6,1,8,11,15,"  ",42,42,1,22,8,B03,120.703391,24.243336,2,66000,387130000C,(04)23289100,(04)25368667
3820,2023,01,10,17,46,臺中市,北屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,21,"  ",B03,120.720265,24.16491,3,66000,387130000C,(04)23289100,(04)25368667
3821,2023,01,10,17,48,臺中市,南區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,5,5,4,2,15,25,3,10,1,1,B03,7,9,1,8,2,8,"  ",25,25,1,21,8,B03,120.67517,24.124483,2,66000,387130000C,(04)23289100,(04)25368667
3822,2023,01,10,17,48,臺中市,霧峰區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,18,5,C03,120.656841,24.035754,2,66000,387130000C,(04)23289100,(04)25368667
3823,2023,01,10,17,53,臺中市,大里區,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,3,4,4,1,16,6,3,10,1,1,B03,7,6,1,8,2,5,"  ",6,6,1,22,8,B03,120.682391,24.104523,2,66000,387130000C,(04)23289100,(04)25368667
3824,2023,01,10,17,54,臺中市,東區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,16,10,3,10,1,1,C03,7,11,2,18,2,11,"  ",10,10,1,21,8,C03,120.707379,24.138911,2,66000,387130000C,(04)23289100,(04)25368667
3825,2023,01,10,17,55,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,5,"  ",B03,120.639078,24.153874,3,66000,387130000C,(04)23289100,(04)25368667
3826,2023,01,10,17,55,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B03,120.710473,24.084823,3,66000,387130000C,(04)23289100,(04)25368667
3827,2023,01,10,17,55,臺中市,大里區,0,0,0,8,3,5,50,14,8,1,5,4,5,7,4,4,5,5,4,2,16,19,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",19,"   ",1,22,"  ",B03,120.690067,24.113029,3,66000,387130000C,(04)23289100,(04)25368667
3828,2023,01,10,17,57,臺中市,東區,0,0,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,5,4,2,14,12,3,10,1,1,B03,7,2,1,8,11,2,"  ",12,12,1,22,8,B03,120.690081,24.131281,3,66000,387130000C,(04)23289100,(04)25368667
3829,2023,01,10,17,57,臺中市,西屯區,0,2,0,8,2,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,"  ",6,6,1,22,8,C03,120.644173,24.180401,2,66000,387130000C,(04)23289100,(04)25368667
3830,2023,01,10,17,58,臺中市,中區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,C03,7,9,1,10,2,11,"  ",25,25,1,22,9,C03,120.685787,24.140138,2,66000,387130000C,(04)23289100,(04)25368667
3831,2023,01,10,17,58,臺中市,北屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,2,9,1,1,C03,7,1,1,10,2,11,"  ",6,6,1,21,8,C03,120.714493,24.173976,2,66000,387130000C,(04)23289100,(04)25368667
3832,2023,01,10,18,0,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,18,"  ",C03,120.677118,24.264851,3,66000,387130000C,(04)23289100,(04)25368667
3833,2023,01,10,18,1,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",19,"   ",1,4,"  ",B03,120.635241,24.162894,3,66000,387130000C,(04)23289100,(04)25368667
3834,2023,01,10,18,2,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.585266,24.167147,3,66000,387130000C,(04)23289100,(04)25368667
3835,2023,01,10,18,4,臺中市,西屯區,0,0,0,8,3,5,50,4,2,1,5,4,5,7,2,1,5,4,4,2,10,4,3,10,1,1,C03,7,9,1,10,1,11,"  ",4,4,1,18,8,C03,120.645545,24.172416,3,66000,387130000C,(04)23289100,(04)25368667
3836,2023,01,10,18,5,臺中市,大甲區,0,0,0,8,3,3,50,14,13,1,5,4,5,7,4,4,4,3,4,1,14,12,3,10,1,1,B03,7,2,1,8,2,6,"  ",12,12,1,21,8,B03,120.654298,24.391665,3,66000,387130000C,(04)23289100,(04)25368667
3837,2023,01,10,18,7,臺中市,西屯區,0,2,0,8,3,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,8,C03,120.660819,24.164072,2,66000,387130000C,(04)23289100,(04)25368667
3838,2023,01,10,18,10,臺中市,潭子區,0,1,0,8,3,5,50,3,2,1,5,4,5,7,4,4,1,3,5,1,29,4,2,9,1,1,C03,7,15,1,10,2,12,"  ",4,4,1,22,8,C03,120.712628,24.226085,2,66000,387130000C,(04)23289100,(04)25368667
3839,2023,01,10,18,10,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B01,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,22,"  ",B01,120.678441,24.157343,3,66000,387130000C,(04)23289100,(04)25368667
3840,2023,01,10,18,10,臺中市,北區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,8,5,5,2,17,19,2,9,1,1,C03,7,1,1,9,2,11,"  ",19,19,1,5,8,C03,120.674303,24.161697,2,66000,387130000C,(04)23289100,(04)25368667
3841,2023,01,10,18,11,臺中市,南屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,26,2,8,1,1,C03,7,11,1,10,2,12,"  ",26,26,1,22,9,C03,120.649873,24.147392,2,66000,387130000C,(04)23289100,(04)25368667
3842,2023,01,10,18,14,臺中市,西屯區,0,1,0,8,3,5,40,14,11,1,5,4,5,7,4,4,1,1,1,2,13,16,2,9,1,1,C03,7,9,1,10,1,11,"  ",16,16,1,22,8,C03,120.63834,24.203176,2,66000,387130000C,(04)23289100,(04)25368667
3843,2023,01,10,18,17,臺中市,后里區,0,2,0,8,2,5,50,14,7,1,5,4,5,7,4,4,10,5,5,1,12,10,2,9,1,1,C03,7,11,1,10,2,14,"  ",10,10,1,22,8,C03,120.716425,24.30985,2,66000,387130000C,(04)23289100,(04)25368667
3844,2023,01,10,18,18,臺中市,北區,0,0,0,,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",11,"  ","  ",12,"   ",1,21,"  ",B12,120.685885,24.164236,3,66000,387130000C,(04)23289100,(04)25368667
3845,2023,01,10,18,18,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",6,6,1,4,"  ",B03,120.632576,24.182856,3,66000,387130000C,(04)23289100,(04)25368667
3846,2023,01,10,18,20,臺中市,烏日區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,1,1,5,4,5,1,12,43,2,9,1,1,C03,7,9,1,10,2,14,"  ",43,43,1,21,8,C03,120.637772,24.096744,2,66000,387130000C,(04)23289100,(04)25368667
3847,2023,01,10,18,21,臺中市,霧峰區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,26,3,10,3,4,B03,7,11,1,8,2,7,"  ",26,26,1,21,5,B03,120.689397,24.066091,2,66000,387130000C,(04)23289100,(04)25368667
3848,2023,01,10,18,22,臺中市,太平區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,42,3,10,1,1,C03,7,14,1,10,9,15,"  ",42,42,1,6,8,C03,120.722441,24.119107,2,66000,387130000C,(04)23289100,(04)25368667
3849,2023,01,10,18,23,臺中市,北屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,2,9,1,1,C03,7,5,1,10,2,14,"  ",26,26,1,21,8,C03,120.727365,24.176586,2,66000,387130000C,(04)23289100,(04)25368667
3850,2023,01,10,18,23,臺中市,烏日區,0,0,1,8,4,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,19,23,5,9,3,4,C03,7,21,1,10,2,15,"  ",23,23,1,21,8,C03,120.64219,24.087596,2,66000,387130000C,(04)23289100,(04)25368667
3851,2023,01,10,18,25,臺中市,西屯區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,16,2,8,3,4,C03,7,9,1,10,1,11,"  ",16,16,1,22,8,C03,120.640404,24.166279,2,66000,387130000C,(04)23289100,(04)25368667
3852,2023,01,10,18,25,臺中市,大里區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,19,2,8,1,1,C03,7,1,1,10,2,14,"  ",19,19,1,22,8,C03,120.70285,24.089163,2,66000,387130000C,(04)23289100,(04)25368667
3853,2023,01,10,18,27,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,8,2,"  ","  ",12,12,1,5,"  ",B03,120.69003,24.131469,3,66000,387130000C,(04)23289100,(04)25368667
3854,2023,01,10,18,27,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,4,8,C03,120.656764,24.184645,2,66000,387130000C,(04)23289100,(04)25368667
3855,2023,01,10,18,28,臺中市,南區,0,2,0,7,3,5,50,3,1,1,5,4,5,7,4,4,5,5,4,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,21,8,C03,120.658017,24.124887,2,66000,387130000C,(04)23289100,(04)25368667
3856,2023,01,10,18,32,臺中市,中區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,4,2,17,23,2,7,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,16,9,C03,120.680777,24.143656,2,66000,387130000C,(04)23289100,(04)25368667
3857,2023,01,10,18,38,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",6,"   ",1,4,"  ",C03,120.656517,24.154372,3,66000,387130000C,(04)23289100,(04)25368667
3858,2023,01,10,18,38,臺中市,外埔區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,9,5,4,1,12,44,3,10,1,1,B03,7,9,1,8,2,2,"  ",44,44,1,21,1,B03,120.637524,24.34242,2,66000,387130000C,(04)23289100,(04)25368667
3859,2023,01,10,18,40,臺中市,東區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,23,2,8,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,21,8,C03,120.704134,24.140226,2,66000,387130000C,(04)23289100,(04)25368667
3860,2023,01,10,18,40,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B12,"  ","  ",1,8,2,"  ","  ",42,42,1,5,"  ",B12,120.65656,24.112425,3,66000,387130000C,(04)23289100,(04)25368667
3861,2023,01,10,18,40,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,43,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",43,"   ",1,4,"  ",B03,120.622737,24.145099,3,66000,387130000C,(04)23289100,(04)25368667
3862,2023,01,10,18,41,臺中市,中區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,11,6,3,10,1,1,B03,7,5,6,8,1,5,"  ",6,6,1,22,9,B03,120.680864,24.145425,2,66000,387130000C,(04)23289100,(04)25368667
3863,2023,01,10,18,45,臺中市,大里區,0,2,0,8,3,5,50,4,4,1,5,4,5,7,1,1,10,5,5,2,13,16,3,10,1,1,B03,7,9,1,8,2,5,"  ",16,16,1,5,8,B03,120.690106,24.112515,2,66000,387130000C,(04)23289100,(04)25368667
3864,2023,01,10,18,45,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,19,"  ",B03,120.575215,24.226738,3,66000,387130000C,(04)23289100,(04)25368667
3865,2023,01,10,18,45,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,5,"  ",C03,120.700758,24.249138,3,66000,387130000C,(04)23289100,(04)25368667
3866,2023,01,10,18,46,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,22,8,C03,120.655135,24.16433,2,66000,387130000C,(04)23289100,(04)25368667
3867,2023,01,10,18,47,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,4,"  ",B03,120.658091,24.163163,3,66000,387130000C,(04)23289100,(04)25368667
3868,2023,01,10,18,49,臺中市,西區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B01,"  ","  ",1,"  ",1,"  ","  ",23,23,1,5,"  ",B01,120.662609,24.155678,3,66000,387130000C,(04)23289100,(04)25368667
3869,2023,01,10,18,49,臺中市,烏日區,0,0,0,8,3,5,50,14,13,1,5,4,5,7,4,4,1,4,5,1,16,23,3,10,3,4,B03,7,1,1,8,2,5,"  ",23,23,1,21,9,B03,120.617893,24.105563,3,66000,387130000C,(04)23289100,(04)25368667
3870,2023,01,10,18,52,臺中市,豐原區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,8,C03,120.715008,24.24478,2,66000,387130000C,(04)23289100,(04)25368667
3871,2023,01,10,18,55,臺中市,大雅區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,16,2,8,1,1,C03,7,9,1,10,2,11,"  ",16,16,1,22,8,C03,120.653579,24.221171,2,66000,387130000C,(04)23289100,(04)25368667
3872,2023,01,10,18,55,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B02,7,6,1,8,2,2,"  ",6,6,1,22,8,B02,120.638956,24.182245,2,66000,387130000C,(04)23289100,(04)25368667
3873,2023,01,10,18,55,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,5,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",5,"   ",1,21,"  ",B12,120.731221,24.154082,3,66000,387130000C,(04)23289100,(04)25368667
3874,2023,01,10,19,2,臺中市,大里區,0,2,0,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,4,11,2,14,"  ",6,6,1,5,5,C03,120.704332,24.094998,2,66000,387130000C,(04)23289100,(04)25368667
3875,2023,01,10,19,3,臺中市,東區,0,1,0,8,3,5,50,4,9,1,5,4,5,7,1,1,5,5,5,2,17,42,3,10,3,4,B03,7,15,1,8,2,2,"  ",42,42,1,22,8,B03,120.709269,24.135319,2,66000,387130000C,(04)23289100,(04)25368667
3876,2023,01,10,19,3,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,60,"  ","  ","  ","  ",H01,"  ","  ",8,"  ",2,"  ","  ",60,"   ",1,20,"  ",H01,120.732918,24.142661,3,66000,387130000C,(04)23289100,(04)25368667
3877,2023,01,10,19,7,臺中市,北屯區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,2,1,3,4,5,2,2,15,3,10,1,1,B03,7,5,1,8,2,8,"  ",15,15,1,22,8,B03,120.69083,24.182327,2,66000,387130000C,(04)23289100,(04)25368667
3878,2023,01,10,19,8,臺中市,大雅區,0,3,0,8,3,5,50,14,8,1,5,4,5,7,4,4,9,4,4,1,17,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,9,C03,120.656028,24.220639,2,66000,387130000C,(04)23289100,(04)25368667
3879,2023,01,10,19,9,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,22,"  ",B03,120.725141,24.157788,3,66000,387130000C,(04)23289100,(04)25368667
3880,2023,01,10,19,9,臺中市,豐原區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,1,1,1,4,4,1,12,7,3,10,1,1,B12,7,8,1,8,2,6,"  ",7,7,1,22,8,B12,120.751471,24.270711,2,66000,387130000C,(04)23289100,(04)25368667
3881,2023,01,10,19,11,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,22,"  ",C03,120.62574,24.348494,3,66000,387130000C,(04)23289100,(04)25368667
3882,2023,01,10,19,14,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,21,"  ",B03,120.719843,24.174081,3,66000,387130000C,(04)23289100,(04)25368667
3883,2023,01,10,19,16,臺中市,潭子區,0,3,0,8,3,5,60,14,8,1,5,4,5,7,4,4,1,4,4,1,13,23,2,7,1,1,C03,7,12,1,10,2,11,"  ",23,23,1,22,8,C03,120.706947,24.223953,2,66000,387130000C,(04)23289100,(04)25368667
