序號,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限_速度(公里),道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別,縣市別代碼,機關代碼,市話,傳真
1169,2023,02,4,7,59,臺中市,西屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,4,3,5,2,3,51,2,9,4,5,H01,8,16,8,20,10,16,"  ",51,51,1,22,8,H01,120.652503,24.165661,2,66000,387130000C,(04)23289100,(04)25368667
1170,2023,02,4,7,59,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",42,42,1,21,"  ",B03,120.616844,24.116186,3,66000,387130000C,(04)23289100,(04)25368667
1171,2023,02,4,8,0,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",19,19,2,21,"  ",B03,120.547596,24.263987,3,66000,387130000C,(04)23289100,(04)25368667
1172,2023,02,4,8,4,臺中市,清水區,0,1,0,8,1,5,30,3,2,1,5,4,5,7,4,4,9,4,5,2,18,42,2,9,1,1,C03,7,5,1,10,2,14,"  ",42,42,1,21,8,C03,120.580757,24.29572,2,66000,387130000C,(04)23289100,(04)25368667
1173,2023,02,4,8,7,臺中市,北屯區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,3,51,2,9,4,5,H01,8,16,8,20,10,16,"  ",51,51,1,22,8,H01,120.690611,24.17804,2,66000,387130000C,(04)23289100,(04)25368667
1174,2023,02,4,8,12,臺中市,南屯區,0,1,0,8,1,5,50,4,8,1,5,4,5,7,2,1,1,4,1,2,18,13,2,9,1,1,C03,7,9,1,9,2,12,14,13,13,1,5,1,C03,120.631587,24.125859,2,66000,387130000C,(04)23289100,(04)25368667
1175,2023,02,4,8,18,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,7,3,10,1,1,B03,7,7,1,15,2,8,"  ",7,7,1,22,8,B03,120.637445,24.178578,2,66000,387130000C,(04)23289100,(04)25368667
1176,2023,02,4,8,20,臺中市,龍井區,0,0,0,8,,,60,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,22,"  ",B12,120.58003,24.176229,3,66000,387130000C,(04)23289100,(04)25368667
1177,2023,02,4,8,22,臺中市,潭子區,0,1,0,8,1,5,40,14,7,1,5,4,5,7,4,4,1,4,4,1,16,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,8,C03,120.702664,24.19532,2,66000,387130000C,(04)23289100,(04)25368667
1178,2023,02,4,8,28,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B02,120.659687,24.157317,3,66000,387130000C,(04)23289100,(04)25368667
1179,2023,02,4,8,30,臺中市,梧棲區,0,1,0,8,1,5,70,14,7,1,5,4,5,7,4,4,1,4,4,1,17,7,3,10,3,4,A41,7,8,1,1,2,5,"  ",7,7,1,22,8,A41,120.545263,24.22776,2,66000,387130000C,(04)23289100,(04)25368667
1180,2023,02,4,8,31,臺中市,霧峰區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.689721,24.051769,3,66000,387130000C,(04)23289100,(04)25368667
1181,2023,02,4,8,31,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,8,"  ",26,26,1,22,"  ",B12,120.762799,24.114768,3,66000,387130000C,(04)23289100,(04)25368667
1182,2023,02,4,8,33,臺中市,豐原區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,1,27,66,"  ","  ","  ","  ","   ","  ","  ","  ","  ","  ","  ","  ",66,66,1,"  ","  ","   ",120.731939,24.272178,2,66000,387130000C,(04)23289100,(04)25368667
1183,2023,02,4,8,37,臺中市,西屯區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,21,8,C03,120.615093,24.183016,2,66000,387130000C,(04)23289100,(04)25368667
1184,2023,02,4,8,39,臺中市,豐原區,0,4,0,8,1,5,60,14,9,1,5,4,5,6,4,4,10,5,5,2,9,23,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,22,8,C03,120.727601,24.264851,2,66000,387130000C,(04)23289100,(04)25368667
1185,2023,02,4,8,40,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B12,7,6,1,8,2,5,"  ",6,6,1,22,8,B12,120.668568,24.178018,2,66000,387130000C,(04)23289100,(04)25368667
1186,2023,02,4,8,45,臺中市,龍井區,0,2,0,8,1,5,70,4,1,1,5,4,5,1,1,1,10,5,5,2,17,6,3,10,3,4,B03,7,6,1,8,2,2,"  ",6,6,1,5,8,B03,120.539103,24.206791,2,66000,387130000C,(04)23289100,(04)25368667
1187,2023,02,4,8,45,臺中市,東勢區,0,0,0,8,,,30,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",19,"   ",1,22,"  ",B03,120.831925,24.256315,3,66000,387130000C,(04)23289100,(04)25368667
1188,2023,02,4,8,49,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,48,"  ","  ","  ","  ",A41,"  ","  ",1,"  ",2,"  ","  ",48,"   ",1,10,"  ",A41,120.630675,24.071044,3,66000,387130000C,(04)23289100,(04)25368667
1189,2023,02,4,8,51,臺中市,潭子區,0,0,0,8,,,60,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B03,120.702441,24.196478,3,66000,387130000C,(04)23289100,(04)25368667
1190,2023,02,4,8,51,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,14,"  ",23,42,1,5,8,C03,120.678655,24.166916,2,66000,387130000C,(04)23289100,(04)25368667
1191,2023,02,4,8,52,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,11,6,3,10,3,4,B12,7,5,1,8,2,6,"  ",6,6,1,22,8,B12,120.651297,24.136233,2,66000,387130000C,(04)23289100,(04)25368667
1192,2023,02,4,8,55,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,2,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,14,16,16,1,18,8,C03,120.679908,24.1892,2,66000,387130000C,(04)23289100,(04)25368667
1193,2023,02,4,8,56,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,8,"  ",25,25,1,22,9,B03,120.68134,24.152752,2,66000,387130000C,(04)23289100,(04)25368667
1194,2023,02,4,8,58,臺中市,北區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,4,4,1,16,9,3,10,3,4,B03,7,6,1,8,2,2,"  ",9,9,1,22,9,B03,120.675551,24.166563,2,66000,387130000C,(04)23289100,(04)25368667
1195,2023,02,4,9,0,臺中市,大里區,0,0,0,8,,,80,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",16,16,1,5,"  ",B03,120.683462,24.076601,3,66000,387130000C,(04)23289100,(04)25368667
1196,2023,02,4,9,6,臺中市,新社區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,B12,7,5,1,8,2,2,"  ",6,6,1,22,8,B12,120.80904,24.249756,2,66000,387130000C,(04)23289100,(04)25368667
1197,2023,02,4,9,9,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,22,"  ",B03,120.722619,24.204066,3,66000,387130000C,(04)23289100,(04)25368667
1198,2023,02,4,9,10,臺中市,南屯區,0,1,0,8,1,8,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,38,3,10,1,1,B02,7,14,1,8,2,2,"  ",38,38,1,22,9,B02,120.64698,24.142584,2,66000,387130000C,(04)23289100,(04)25368667
1199,2023,02,4,9,10,臺中市,太平區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,14,12,3,10,1,1,B03,7,2,3,18,2,6,"  ",12,12,1,5,9,B03,120.70706,24.150352,3,66000,387130000C,(04)23289100,(04)25368667
1200,2023,02,4,9,12,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,"  ",6,6,1,21,8,B03,120.676998,24.185775,2,66000,387130000C,(04)23289100,(04)25368667
1201,2023,02,4,9,13,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,6,2,8,1,1,C03,7,9,1,10,2,11,"  ",6,6,1,21,8,C03,120.691672,24.127022,2,66000,387130000C,(04)23289100,(04)25368667
1202,2023,02,4,9,15,臺中市,南屯區,0,0,0,,,,40,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,4,"  ",C03,120.637659,24.148088,3,66000,387130000C,(04)23289100,(04)25368667
1203,2023,02,4,9,16,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B12,"  ","  ",3,"  ",2,"  ","  ",42,"   ",1,22,"  ",B12,120.690588,24.178661,3,66000,387130000C,(04)23289100,(04)25368667
1204,2023,02,4,9,16,臺中市,北屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,26,23,2,1,3,4,B03,7,9,3,18,2,1,"  ",23,23,1,22,8,B03,120.710621,24.178493,2,66000,387130000C,(04)23289100,(04)25368667
1205,2023,02,4,9,20,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.635629,24.23855,3,66000,387130000C,(04)23289100,(04)25368667
1206,2023,02,4,9,20,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,26,2,9,3,4,C03,7,9,1,10,2,11,"  ",44,26,1,21,8,C03,120.667743,24.187546,2,66000,387130000C,(04)23289100,(04)25368667
1207,2023,02,4,9,30,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.667531,24.215738,3,66000,387130000C,(04)23289100,(04)25368667
1208,2023,02,4,9,30,臺中市,北區,0,0,0,8,,,30,,,,,,,,,,,,,,,67,"  ","  ","  ","  ","   ","  ","  ","  ","  ","  ","  ","  ",67,"   ",1,"  ","  ","   ",120.666168,24.159076,3,66000,387130000C,(04)23289100,(04)25368667
1209,2023,02,4,9,30,臺中市,豐原區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,11,6,3,10,1,1,B11,7,9,1,5,2,7,"  ",6,6,1,22,8,B11,120.750048,24.266557,2,66000,387130000C,(04)23289100,(04)25368667
1210,2023,02,4,9,32,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B11,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B11,120.646513,24.17529,3,66000,387130000C,(04)23289100,(04)25368667
1211,2023,02,4,9,32,臺中市,后里區,0,0,0,,,,60,,,,,,,,,,,,,,,18,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",18,"   ",1,22,"  ",B12,120.723228,24.311618,3,66000,387130000C,(04)23289100,(04)25368667
1212,2023,02,4,9,38,臺中市,北區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,12,7,2,8,1,1,C03,7,10,4,8,2,14,"  ",7,7,1,22,9,C03,120.670378,24.157206,2,66000,387130000C,(04)23289100,(04)25368667
1213,2023,02,4,9,38,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",9,"  ","  ",16,"   ",1,22,"  ",B03,120.749904,24.269093,3,66000,387130000C,(04)23289100,(04)25368667
1214,2023,02,4,9,40,臺中市,后里區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,3,18,2,11,"  ",6,6,1,22,8,C03,120.717793,24.309618,2,66000,387130000C,(04)23289100,(04)25368667
1215,2023,02,4,9,47,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,40,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",40,"   ",1,5,"  ",B03,120.682671,24.182212,3,66000,387130000C,(04)23289100,(04)25368667
1216,2023,02,4,9,52,臺中市,豐原區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,1,3,4,1,16,25,2,9,1,1,C03,7,9,1,2,2,11,"  ",25,25,1,22,8,C03,120.714345,24.244955,2,66000,387130000C,(04)23289100,(04)25368667
1217,2023,02,4,9,53,臺中市,大甲區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,16,6,2,5,1,1,C03,7,5,1,10,2,11,"  ",6,6,1,19,8,C03,120.632634,24.341802,2,66000,387130000C,(04)23289100,(04)25368667
1218,2023,02,4,9,54,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",10,"   ",1,22,"  ",B03,120.658243,24.16667,3,66000,387130000C,(04)23289100,(04)25368667
1219,2023,02,4,9,56,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,"  ",6,6,1,22,8,B03,120.660024,24.126392,2,66000,387130000C,(04)23289100,(04)25368667
1220,2023,02,4,9,57,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,12,23,3,10,1,1,B12,7,9,1,8,2,2,"  ",23,23,1,21,8,B12,120.714851,24.124476,2,66000,387130000C,(04)23289100,(04)25368667
1221,2023,02,4,9,58,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.671953,24.255781,3,66000,387130000C,(04)23289100,(04)25368667
1222,2023,02,4,10,0,臺中市,大里區,0,0,0,8,,,40,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",7,"   ",1,5,"  ",B03,120.692278,24.101659,3,66000,387130000C,(04)23289100,(04)25368667
1223,2023,02,4,10,3,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B03,120.682616,24.114362,3,66000,387130000C,(04)23289100,(04)25368667
1224,2023,02,4,10,11,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,22,"  ",B03,120.656876,24.200728,3,66000,387130000C,(04)23289100,(04)25368667
1225,2023,02,4,10,22,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,21,"  ",B02,120.647179,24.052063,3,66000,387130000C,(04)23289100,(04)25368667
1226,2023,02,4,10,25,臺中市,大甲區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,7,2,1,"  ",6,6,1,9,8,B03,120.640967,24.405756,2,66000,387130000C,(04)23289100,(04)25368667
1227,2023,02,4,10,30,臺中市,北區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,3,4,C03,7,9,1,10,2,12,"  ",6,6,1,22,9,C03,120.69582,24.152822,2,66000,387130000C,(04)23289100,(04)25368667
1228,2023,02,4,10,35,臺中市,沙鹿區,0,0,0,8,,,60,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,9,"  ",B12,120.586322,24.250119,3,66000,387130000C,(04)23289100,(04)25368667
1229,2023,02,4,10,37,臺中市,大雅區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,17,5,2,9,1,1,C03,7,9,1,10,2,11,"  ",5,5,1,22,9,C03,120.648388,24.23474,2,66000,387130000C,(04)23289100,(04)25368667
1230,2023,02,4,10,38,臺中市,大里區,0,1,0,8,1,8,50,5,1,1,5,4,5,7,4,4,9,5,5,1,12,17,2,7,1,1,C03,7,9,4,10,2,12,"  ",17,17,1,19,9,C03,120.70288,24.092379,2,66000,387130000C,(04)23289100,(04)25368667
1231,2023,02,4,10,39,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,"  ",6,6,1,4,5,B03,120.665274,24.149047,2,66000,387130000C,(04)23289100,(04)25368667
1232,2023,02,4,10,41,臺中市,中區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,7,3,10,3,4,B03,7,8,1,8,2,2,"  ",7,7,1,22,5,B03,120.682467,24.142607,2,66000,387130000C,(04)23289100,(04)25368667
1233,2023,02,4,10,42,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,9,"  ",B03,120.627137,24.340392,3,66000,387130000C,(04)23289100,(04)25368667
1234,2023,02,4,10,45,臺中市,大里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,13,1,2,9,3,4,C03,7,9,1,10,2,13,"  ",44,1,1,22,9,C03,120.708008,24.111446,2,66000,387130000C,(04)23289100,(04)25368667
1235,2023,02,4,10,46,臺中市,霧峰區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,22,8,C03,120.675527,24.056823,2,66000,387130000C,(04)23289100,(04)25368667
1236,2023,02,4,10,49,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,22,"  ",C03,120.65415,24.06577,3,66000,387130000C,(04)23289100,(04)25368667
1237,2023,02,4,10,55,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,5,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",5,"   ",2,5,"  ",C03,120.573036,24.232349,3,66000,387130000C,(04)23289100,(04)25368667
1238,2023,02,4,10,56,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,16,2,9,1,1,C03,7,9,1,10,2,12,"  ",16,16,1,22,8,C03,120.706563,24.220722,2,66000,387130000C,(04)23289100,(04)25368667
1239,2023,02,4,11,9,臺中市,大里區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,5,1,16,19,2,8,3,4,C03,7,1,1,10,2,11,"  ",19,19,1,22,9,C03,120.702348,24.109957,2,66000,387130000C,(04)23289100,(04)25368667
1240,2023,02,4,11,12,臺中市,后里區,0,0,0,8,,,30,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",19,"   ",1,21,"  ",C03,120.729535,24.308214,3,66000,387130000C,(04)23289100,(04)25368667
1241,2023,02,4,11,15,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,5,1,8,2,5,"  ",6,6,1,5,5,B12,120.575458,24.268786,2,66000,387130000C,(04)23289100,(04)25368667
1242,2023,02,4,11,18,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,7,3,10,3,4,B03,7,8,1,8,2,6,"  ",7,7,1,22,9,B03,120.62873,24.20534,2,66000,387130000C,(04)23289100,(04)25368667
1243,2023,02,4,11,21,臺中市,潭子區,0,1,0,8,1,5,30,3,18,1,5,4,5,7,2,1,10,5,5,2,3,23,3,10,1,1,B03,7,5,1,8,2,1,"  ",23,15,1,22,8,B03,120.701039,24.209742,2,66000,387130000C,(04)23289100,(04)25368667
1244,2023,02,4,11,25,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,4,"  ",B03,120.671252,24.145523,4,66000,387130000C,(04)23289100,(04)25368667
1245,2023,02,4,11,25,臺中市,南區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,"  ",6,6,1,22,8,C03,120.668122,24.123808,2,66000,387130000C,(04)23289100,(04)25368667
1246,2023,02,4,11,25,臺中市,龍井區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,44,3,10,1,1,B03,7,9,1,8,2,5,"  ",44,44,1,22,8,B03,120.58178,24.176479,2,66000,387130000C,(04)23289100,(04)25368667
1247,2023,02,4,11,26,臺中市,東勢區,0,0,0,,,,40,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,9,"  ",B03,120.839648,24.203795,3,66000,387130000C,(04)23289100,(04)25368667
1248,2023,02,4,11,28,臺中市,西區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,4,2,17,42,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,22,"  ",C03,120.65761,24.147138,3,66000,387130000C,(04)23289100,(04)25368667
1249,2023,02,4,11,28,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",A12,"  ","  ",1,"  ",9,"  ","  ",42,"   ",2,10,"  ",A12,120.567067,24.202521,3,66000,387130000C,(04)23289100,(04)25368667
1250,2023,02,4,11,30,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,22,"  ",C03,120.707713,24.182486,3,66000,387130000C,(04)23289100,(04)25368667
1251,2023,02,4,11,30,臺中市,大里區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,15,43,2,9,1,1,C03,7,1,1,10,2,11,"  ",43,43,1,5,5,C03,120.671063,24.102615,2,66000,387130000C,(04)23289100,(04)25368667
1252,2023,02,4,11,35,臺中市,北屯區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,12,23,3,10,1,1,B03,7,9,1,8,2,5,"  ",23,23,1,22,8,B03,120.697608,24.170144,2,66000,387130000C,(04)23289100,(04)25368667
1253,2023,02,4,11,35,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,19,2,7,1,1,C03,7,1,1,10,2,14,"  ",19,19,1,5,4,C03,120.706214,24.129722,2,66000,387130000C,(04)23289100,(04)25368667
1254,2023,02,4,11,37,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B03,120.718829,24.249653,3,66000,387130000C,(04)23289100,(04)25368667
1255,2023,02,4,11,39,臺中市,潭子區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,3,1,5,4,4,2,13,6,2,9,1,1,C03,7,5,1,10,2,13,"  ",6,6,1,22,8,C03,120.701322,24.208425,2,66000,387130000C,(04)23289100,(04)25368667
1256,2023,02,4,11,41,臺中市,西屯區,0,1,0,8,1,5,50,3,18,1,5,4,5,7,2,1,5,4,4,2,3,15,3,10,3,4,C03,7,5,1,10,1,14,"  ",15,15,1,22,8,C03,120.639053,24.166188,2,66000,387130000C,(04)23289100,(04)25368667
1257,2023,02,4,11,46,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,3,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,5,"  ",9,9,1,5,8,B03,120.625024,24.14515,2,66000,387130000C,(04)23289100,(04)25368667
1258,2023,02,4,11,50,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B12,120.702171,24.186265,3,66000,387130000C,(04)23289100,(04)25368667
1259,2023,02,4,11,50,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,22,"  ",B12,120.630644,24.162295,3,66000,387130000C,(04)23289100,(04)25368667
1260,2023,02,4,11,54,臺中市,北屯區,0,1,0,8,1,5,50,4,4,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,18,8,C03,120.662266,24.189315,2,66000,387130000C,(04)23289100,(04)25368667
1261,2023,02,4,11,56,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C03,"  ","  ",3,"  ",11,"  ","  ",16,"   ",1,22,"  ",C03,120.728311,24.245388,3,66000,387130000C,(04)23289100,(04)25368667
1262,2023,02,4,12,0,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,12,5,C03,120.690918,24.113573,2,66000,387130000C,(04)23289100,(04)25368667
1263,2023,02,4,12,1,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,11,6,3,10,3,4,B03,7,5,1,8,2,2,"  ",6,6,1,22,8,B03,120.631036,24.144383,2,66000,387130000C,(04)23289100,(04)25368667
1264,2023,02,4,12,4,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",6,"   ",1,22,"  ",C03,120.636249,24.170123,3,66000,387130000C,(04)23289100,(04)25368667
