序號,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限_速度(公里),道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別,縣市別代碼,機關代碼,市話,傳真
972,2023,04,4,12,20,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,9,"  ",C03,120.549681,24.208529,3,66000,387130000C,(04)23289100,(04)25368667
973,2023,04,4,12,36,臺中市,烏日區,0,1,0,8,1,5,50,4,2,1,5,4,4,7,1,1,5,2,5,1,11,26,3,10,1,1,B03,7,9,1,8,8,8,"  ",26,26,1,21,8,B03,120.633383,24.098297,2,66000,387130000C,(04)23289100,(04)25368667
974,2023,04,4,12,37,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,14,4,8,2,14,"  ",23,23,1,5,7,C03,120.672448,24.140243,2,66000,387130000C,(04)23289100,(04)25368667
975,2023,04,4,12,43,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,1,2,9,3,4,C03,7,9,1,10,2,14,"  ",1,1,1,21,8,C03,120.703045,24.169521,2,66000,387130000C,(04)23289100,(04)25368667
976,2023,04,4,12,43,臺中市,東勢區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,40,3,10,1,1,B03,7,14,1,8,2,4,"  ",40,40,1,22,8,B03,120.828153,24.257553,2,66000,387130000C,(04)23289100,(04)25368667
977,2023,04,4,12,49,臺中市,烏日區,0,0,0,7,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,1,11,17,3,10,3,4,B12,7,9,4,10,2,7,"  ",17,17,1,21,9,B12,120.655275,24.097179,3,66000,387130000C,(04)23289100,(04)25368667
978,2023,04,4,12,55,臺中市,東區,0,0,0,7,1,5,50,4,2,1,5,4,5,7,2,1,3,2,4,2,13,42,3,10,1,1,B03,7,15,1,8,2,1,"  ",42,42,1,21,8,B03,120.685066,24.12957,3,66000,387130000C,(04)23289100,(04)25368667
979,2023,04,4,12,55,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",26,"   ",1,22,"  ",B12,120.680986,24.105025,3,66000,387130000C,(04)23289100,(04)25368667
980,2023,04,4,13,1,臺中市,北區,0,2,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,"  ",16,16,1,22,8,C03,120.676454,24.156431,2,66000,387130000C,(04)23289100,(04)25368667
981,2023,04,4,13,2,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",A04,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,22,"  ",A04,120.614083,24.183431,3,66000,387130000C,(04)23289100,(04)25368667
982,2023,04,4,13,4,臺中市,潭子區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B03,120.710409,24.210681,3,66000,387130000C,(04)23289100,(04)25368667
983,2023,04,4,13,4,臺中市,西區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,6,1,5,8,C03,120.662739,24.156174,2,66000,387130000C,(04)23289100,(04)25368667
984,2023,04,4,13,5,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,15,6,3,10,3,4,B12,7,9,1,3,2,4,"  ",6,6,1,22,8,B12,120.539762,24.262672,2,66000,387130000C,(04)23289100,(04)25368667
985,2023,04,4,13,7,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B12,"  ","  ",1,8,1,"  ","  ",12,12,2,22,"  ",B12,120.655205,24.148691,3,66000,387130000C,(04)23289100,(04)25368667
986,2023,04,4,13,10,臺中市,北屯區,0,3,0,7,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,4,8,2,11,"  ",6,6,1,21,8,C03,120.689483,24.193587,2,66000,387130000C,(04)23289100,(04)25368667
987,2023,04,4,13,13,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,3,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,"  ",6,6,1,4,8,B03,120.607585,24.183757,2,66000,387130000C,(04)23289100,(04)25368667
988,2023,04,4,13,13,臺中市,大里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,1,18,22,2,9,1,1,C03,7,9,1,10,2,12,"  ",22,22,1,5,8,C03,120.68168,24.114196,2,66000,387130000C,(04)23289100,(04)25368667
989,2023,04,4,13,15,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",19,19,1,22,"  ",B03,120.648605,24.150652,3,66000,387130000C,(04)23289100,(04)25368667
990,2023,04,4,13,20,臺中市,沙鹿區,0,0,0,8,,,60,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",A41,"  ","  ",1,"  ",2,"  ","  ",7,"   ",1,10,"  ",A41,120.559186,24.210661,3,66000,387130000C,(04)23289100,(04)25368667
991,2023,04,4,13,21,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,22,"  ",C03,120.63489,24.177053,3,66000,387130000C,(04)23289100,(04)25368667
992,2023,04,4,13,24,臺中市,大里區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,14,"  ",8,8,1,22,8,C03,120.690106,24.113061,2,66000,387130000C,(04)23289100,(04)25368667
993,2023,04,4,13,25,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,11,"  ",25,25,1,5,5,C03,120.669414,24.138753,2,66000,387130000C,(04)23289100,(04)25368667
994,2023,04,4,13,27,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,23,3,10,1,1,B03,7,15,1,8,2,5,2,23,23,1,22,8,B03,120.695311,24.087654,2,66000,387130000C,(04)23289100,(04)25368667
995,2023,04,4,13,29,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,25,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",1,"  ","  ",25,"   ",1,4,"  ",B12,120.686582,24.201323,3,66000,387130000C,(04)23289100,(04)25368667
996,2023,04,4,13,30,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",19,"   ",1,4,"  ",B03,120.683709,24.140053,3,66000,387130000C,(04)23289100,(04)25368667
997,2023,04,4,13,30,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,21,8,C03,120.689674,24.154878,2,66000,387130000C,(04)23289100,(04)25368667
998,2023,04,4,13,38,臺中市,烏日區,0,3,0,7,1,5,50,5,1,1,5,4,5,7,2,1,5,4,5,1,16,42,2,9,1,1,C03,7,6,1,10,2,13,"  ",42,6,1,21,9,C03,120.644191,24.093298,2,66000,387130000C,(04)23289100,(04)25368667
999,2023,04,4,13,41,臺中市,北屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,19,3,10,3,4,B03,7,1,1,8,2,8,"  ",19,19,1,21,8,B03,120.69295,24.168223,2,66000,387130000C,(04)23289100,(04)25368667
1000,2023,04,4,13,45,臺中市,霧峰區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,23,2,9,1,1,C03,7,9,3,18,2,11,"  ",23,23,1,1,5,C03,120.679211,24.06477,2,66000,387130000C,(04)23289100,(04)25368667
1001,2023,04,4,13,45,臺中市,龍井區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,29,23,2,9,2,1,C03,7,9,1,10,8,15,"  ",23,23,1,20,9,C03,120.548946,24.194543,2,66000,387130000C,(04)23289100,(04)25368667
1002,2023,04,4,13,46,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,1,13,23,3,10,1,4,B03,7,9,1,8,1,1,"  ",23,23,1,4,8,B03,120.643721,24.156295,2,66000,387130000C,(04)23289100,(04)25368667
1003,2023,04,4,14,0,臺中市,南屯區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,42,2,9,1,1,C03,7,21,1,10,2,14,"  ",42,42,1,22,9,C03,120.650369,24.156557,2,66000,387130000C,(04)23289100,(04)25368667
1004,2023,04,4,14,10,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,12,1,22,"  ",B03,120.695756,24.043125,3,66000,387130000C,(04)23289100,(04)25368667
1005,2023,04,4,14,12,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,16,10,3,10,1,1,B03,7,11,1,8,2,4,"  ",10,10,1,5,8,B03,120.684851,24.110366,2,66000,387130000C,(04)23289100,(04)25368667
1006,2023,04,4,14,13,臺中市,后里區,0,3,0,8,1,5,40,14,9,1,5,4,5,7,4,4,5,5,4,2,17,23,2,9,1,1,C03,7,9,2,18,2,15,"  ",23,23,1,22,8,C03,120.702139,24.308321,2,66000,387130000C,(04)23289100,(04)25368667
1007,2023,04,4,14,15,臺中市,中區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,17,19,3,10,1,1,C03,7,1,1,9,2,14,"  ",19,19,1,5,1,C03,120.677035,24.145068,2,66000,387130000C,(04)23289100,(04)25368667
1008,2023,04,4,14,25,臺中市,西區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,1,2,13,16,3,10,1,1,B03,7,9,1,8,2,1,"  ",16,16,1,5,8,B03,120.662668,24.155093,2,66000,387130000C,(04)23289100,(04)25368667
1009,2023,04,4,14,30,臺中市,后里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,1,12,9,3,10,1,1,B12,7,6,1,7,2,2,"  ",9,9,1,22,8,B12,120.67672,24.295131,2,66000,387130000C,(04)23289100,(04)25368667
1010,2023,04,4,14,32,臺中市,大甲區,0,0,0,8,,,60,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",A12,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,10,"  ",A12,120.61784,24.34169,3,66000,387130000C,(04)23289100,(04)25368667
1011,2023,04,4,14,36,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,4,2,16,8,3,10,1,1,B03,7,5,1,8,2,4,"  ",8,8,1,22,8,B03,120.675884,24.171452,2,66000,387130000C,(04)23289100,(04)25368667
1012,2023,04,4,14,38,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,22,"  ",B02,120.639155,24.168953,3,66000,387130000C,(04)23289100,(04)25368667
1013,2023,04,4,14,39,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,5,"  ",B03,120.664299,24.146701,3,66000,387130000C,(04)23289100,(04)25368667
1014,2023,04,4,14,40,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B02,120.624297,24.149522,3,66000,387130000C,(04)23289100,(04)25368667
1015,2023,04,4,14,40,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,38,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",10,"  ","  ",38,"   ",1,22,"  ",C03,120.668643,24.17816,3,66000,387130000C,(04)23289100,(04)25368667
1016,2023,04,4,14,42,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",26,"   ",1,4,"  ",C03,120.679157,24.145538,3,66000,387130000C,(04)23289100,(04)25368667
1017,2023,04,4,14,42,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,B03,7,6,1,8,2,2,"  ",26,26,1,22,8,B03,120.68972,24.093043,2,66000,387130000C,(04)23289100,(04)25368667
1018,2023,04,4,14,45,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",10,"   ",1,5,"  ",B03,120.697225,24.190623,3,66000,387130000C,(04)23289100,(04)25368667
1019,2023,04,4,14,45,臺中市,沙鹿區,0,0,0,8,1,5,60,3,9,1,5,4,5,7,1,1,1,3,4,1,13,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",23,23,1,22,"  ",C03,120.608025,24.246781,3,66000,387130000C,(04)23289100,(04)25368667
1020,2023,04,4,14,51,臺中市,大甲區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.646321,24.372875,3,66000,387130000C,(04)23289100,(04)25368667
1021,2023,04,4,14,53,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",6,"   ",1,19,"  ",B03,120.560343,24.26876,3,66000,387130000C,(04)23289100,(04)25368667
1022,2023,04,4,14,54,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,22,"  ",B03,120.560813,24.242904,3,66000,387130000C,(04)23289100,(04)25368667
1023,2023,04,4,15,0,臺中市,潭子區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,3,10,1,1,B12,7,6,1,8,2,8,"  ",23,23,1,22,8,B12,120.681367,24.223562,2,66000,387130000C,(04)23289100,(04)25368667
1024,2023,04,4,15,0,臺中市,北區,0,0,0,8,1,5,50,4,7,1,5,4,5,7,4,4,8,3,4,2,13,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",C03,120.676911,24.155589,3,66000,387130000C,(04)23289100,(04)25368667
1025,2023,04,4,15,0,臺中市,北屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,26,3,10,1,1,B03,7,6,1,8,2,5,"  ",26,26,1,5,8,B03,120.699208,24.175883,2,66000,387130000C,(04)23289100,(04)25368667
1026,2023,04,4,15,8,臺中市,新社區,0,1,0,8,1,5,50,4,9,1,5,4,5,7,2,1,5,5,5,1,13,23,3,10,3,4,B03,7,9,1,8,2,5,"  ",23,23,1,22,5,B03,120.808682,24.241525,2,66000,387130000C,(04)23289100,(04)25368667
1027,2023,04,4,15,10,臺中市,神岡區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,22,"  ",B03,120.689788,24.263312,3,66000,387130000C,(04)23289100,(04)25368667
1028,2023,04,4,15,11,臺中市,龍井區,0,0,0,,,,30,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,3,"  ",B03,120.579278,24.183842,3,66000,387130000C,(04)23289100,(04)25368667
1029,2023,04,4,15,15,臺中市,梧棲區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,17,23,3,10,3,4,B12,7,9,1,8,2,5,"  ",23,23,1,22,8,B12,120.543305,24.246549,2,66000,387130000C,(04)23289100,(04)25368667
1030,2023,04,4,15,17,臺中市,石岡區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,5,4,1,12,6,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,6,1,22,8,C03,120.777061,24.274366,2,66000,387130000C,(04)23289100,(04)25368667
1031,2023,04,4,15,19,臺中市,西區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,13,23,3,10,1,1,B03,7,9,1,8,1,1,"  ",23,23,1,22,9,B03,120.672275,24.146352,2,66000,387130000C,(04)23289100,(04)25368667
1032,2023,04,4,15,20,臺中市,南區,0,0,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,17,23,3,10,1,1,B03,7,9,1,8,2,2,"  ",23,23,1,5,8,B03,120.670191,24.116228,3,66000,387130000C,(04)23289100,(04)25368667
1033,2023,04,4,15,20,臺中市,外埔區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,4,1,17,44,3,10,1,1,B02,7,9,1,8,2,15,"  ",44,44,1,21,7,B02,120.659406,24.325924,3,66000,387130000C,(04)23289100,(04)25368667
1034,2023,04,4,15,21,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,12,"  ",B03,120.638283,24.158949,3,66000,387130000C,(04)23289100,(04)25368667
1035,2023,04,4,15,21,臺中市,太平區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,18,23,2,8,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,22,8,C03,120.727399,24.147821,2,66000,387130000C,(04)23289100,(04)25368667
1036,2023,04,4,15,24,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",A11,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,22,"  ",A11,120.603315,24.11456,3,66000,387130000C,(04)23289100,(04)25368667
1037,2023,04,4,15,35,臺中市,神岡區,0,0,0,,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B03,120.659503,24.257788,3,66000,387130000C,(04)23289100,(04)25368667
1038,2023,04,4,15,37,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",18,"   ",1,5,"  ",B03,120.688155,24.104278,3,66000,387130000C,(04)23289100,(04)25368667
1039,2023,04,4,15,40,臺中市,北區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,1,5,5,2,17,40,3,10,1,1,B12,7,13,1,8,2,4,"  ",40,40,1,22,8,B12,120.673621,24.157528,2,66000,387130000C,(04)23289100,(04)25368667
1040,2023,04,4,15,40,臺中市,南區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,1,1,1,4,4,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,"  ",23,23,1,22,8,B03,120.670077,24.114787,3,66000,387130000C,(04)23289100,(04)25368667
1041,2023,04,4,15,40,臺中市,新社區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B03,120.829167,24.156665,3,66000,387130000C,(04)23289100,(04)25368667
1042,2023,04,4,15,40,臺中市,豐原區,0,2,0,8,1,5,30,15,9,1,5,4,5,7,4,4,10,5,5,2,17,42,2,9,3,4,F01,7,9,8,20,2,15,"  ",42,42,1,22,8,F01,120.745756,24.280556,2,66000,387130000C,(04)23289100,(04)25368667
1043,2023,04,4,15,41,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,2,1,10,4,5,1,13,23,2,9,1,3,C03,7,9,1,10,2,11,"  ",23,23,1,22,8,C03,120.722216,24.145913,2,66000,387130000C,(04)23289100,(04)25368667
1044,2023,04,4,15,45,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,"  ","  ","  ","  ","   ","  ","  ","  ","  ","  ","  ","  ",43,"   ",1,"  ","  ","   ",120.644813,24.226524,3,66000,387130000C,(04)23289100,(04)25368667
1045,2023,04,4,15,47,臺中市,潭子區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,3,1,5,5,5,2,16,8,2,9,3,1,F01,7,5,8,20,2,15,"  ",8,8,1,22,8,F01,120.692225,24.222691,2,66000,387130000C,(04)23289100,(04)25368667
1046,2023,04,4,15,47,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",A04,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,22,"  ",A04,120.63599,24.170891,3,66000,387130000C,(04)23289100,(04)25368667
1047,2023,04,4,15,52,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,4,5,2,12,23,3,10,1,1,C03,7,6,1,10,2,11,"  ",23,16,1,21,8,C03,120.686453,24.147272,2,66000,387130000C,(04)23289100,(04)25368667
1048,2023,04,4,15,54,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,10,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",9,"  ","  ",10,10,2,22,"  ",B03,120.652956,24.151481,3,66000,387130000C,(04)23289100,(04)25368667
1049,2023,04,4,16,0,臺中市,大肚區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,23,1,21,"  ",B03,120.54264,24.154057,3,66000,387130000C,(04)23289100,(04)25368667
1050,2023,04,4,16,10,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,22,"  ",C03,120.645639,24.163678,3,66000,387130000C,(04)23289100,(04)25368667
1051,2023,04,4,16,14,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",7,"   ",1,22,"  ",B03,120.714705,24.24213,3,66000,387130000C,(04)23289100,(04)25368667
1052,2023,04,4,16,15,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.722536,24.187355,3,66000,387130000C,(04)23289100,(04)25368667
1053,2023,04,4,16,15,臺中市,太平區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,9,4,5,1,18,21,2,9,1,1,C03,7,9,6,18,8,12,"  ",21,21,1,4,8,C03,120.727099,24.115202,2,66000,387130000C,(04)23289100,(04)25368667
1054,2023,04,4,16,19,臺中市,太平區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,"  ",6,6,1,22,5,C03,120.734403,24.145052,2,66000,387130000C,(04)23289100,(04)25368667
1055,2023,04,4,16,19,臺中市,東勢區,0,3,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,16,6,2,9,1,1,C03,7,11,1,10,2,11,"  ",6,6,1,22,8,C03,120.834366,24.246182,2,66000,387130000C,(04)23289100,(04)25368667
1056,2023,04,4,16,24,臺中市,梧棲區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,9,8,C03,120.544025,24.247271,2,66000,387130000C,(04)23289100,(04)25368667
1057,2023,04,4,16,26,臺中市,西區,0,1,0,8,1,5,50,4,18,1,5,4,5,7,1,1,1,5,5,2,2,15,3,10,1,1,B03,7,5,1,8,2,1,"  ",15,15,1,4,8,B03,120.657265,24.141255,2,66000,387130000C,(04)23289100,(04)25368667
1058,2023,04,4,16,29,臺中市,北屯區,0,4,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,B03,7,9,1,8,2,8,1,6,6,1,5,8,B03,120.716926,24.180123,2,66000,387130000C,(04)23289100,(04)25368667
1059,2023,04,4,16,30,臺中市,豐原區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,42,3,10,3,4,B03,7,9,1,8,2,4,"  ",42,42,1,22,8,B03,120.718191,24.245135,2,66000,387130000C,(04)23289100,(04)25368667
1060,2023,04,4,16,35,臺中市,南區,0,0,0,8,,,,,,,,,,,,,,,,,,67,"  ","  ","  ","  ",H03,"  ","  ","  ","  ","  ","  ","  ",67,"   ",1,22,"  ",H03,120.650378,24.112094,3,66000,387130000C,(04)23289100,(04)25368667
1061,2023,04,4,16,39,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,18,13,2,9,1,1,B03,7,12,1,10,2,15,"  ",13,13,1,22,8,B03,120.634556,24.138871,2,66000,387130000C,(04)23289100,(04)25368667
1062,2023,04,4,16,41,臺中市,梧棲區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,3,4,F03,7,9,8,20,2,16,"  ",6,6,1,22,8,F03,120.52939,24.241255,2,66000,387130000C,(04)23289100,(04)25368667
1063,2023,04,4,16,45,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,8,"  ",10,10,1,21,8,B03,120.612586,24.19246,2,66000,387130000C,(04)23289100,(04)25368667
1064,2023,04,4,16,48,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,22,"  ",B03,120.650293,24.136478,3,66000,387130000C,(04)23289100,(04)25368667
1065,2023,04,4,16,48,臺中市,西屯區,0,0,0,8,,,1,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",2,21,"  ",C03,120.637526,24.178878,3,66000,387130000C,(04)23289100,(04)25368667
1066,2023,04,4,16,48,臺中市,豐原區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,5,4,5,1,16,19,2,8,1,1,B12,7,1,1,8,2,5,"  ",19,19,1,22,8,B12,120.74858,24.254465,2,66000,387130000C,(04)23289100,(04)25368667
1067,2023,04,4,16,50,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.636929,24.152028,3,66000,387130000C,(04)23289100,(04)25368667
1068,2023,04,4,16,50,臺中市,北屯區,0,2,0,8,2,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,16,10,2,9,1,1,C03,7,11,1,10,2,14,"  ",10,10,1,5,8,C03,120.69508,24.174545,2,66000,387130000C,(04)23289100,(04)25368667
