序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
1545,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,19,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,1,,,59,,1,13,4,B03,120.686186,24.179651,3
1546,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,25,臺中市,南區,0,1,0,6,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,11,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,12,4,B03,120.679112,24.126971,2
1547,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,28,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,B03,,,1,8,1,,,49,49,1,12,4,B03,120.707755,24.183822,3
1548,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,30,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,86,,,,,,,,,,,,,86,86,1,,,,120.66168,24.145543,3
1549,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,35,臺中市,南區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,5,2,5,2,17,35,2,9,2,1,C03,7,8,1,10,2,11,,35,35,1,6,4,C03,120.666825,24.119999,2
1550,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,43,臺中市,東區,0,1,0,6,1,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,20,59,2,9,2,1,C03,7,9,1,10,2,11,,59,59,1,6,4,C03,120.685949,24.140137,2
1551,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,45,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,45,3,10,5,4,B03,7,11,1,8,2,7,,45,45,1,13,4,B03,120.659481,24.175598,2
1552,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,45,臺中市,太平區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,5,5,5,2,15,21,2,9,1,1,C03,7,9,1,10,2,11,,21,21,1,5,4,C03,120.716187,24.133508,2
1553,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,46,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,3,,2,,,59,59,1,12,4,B03,120.576084,24.270913,3
1554,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,53,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,49,,,,,B03,,,1,,1,,,49,,1,13,4,B03,120.652399,24.153565,3
1555,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,20,59,臺中市,太平區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,5,5,5,2,16,11,3,10,2,1,C03,7,6,1,10,2,11,,11,11,1,12,4,C03,120.713523,24.141281,2
1556,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,21,4,臺中市,北區,0,1,0,7,1,6,50,3,1,1,4,4,6,6,4,4,3,5,5,2,18,84,2,9,2,1,C03,7,5,1,10,2,15,,84,84,1,13,4,C03,120.684381,24.162884,2
1557,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,21,20,臺中市,大甲區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,30,6,2,9,1,1,F03,7,9,7,21,2,12,,6,6,1,6,4,F03,120.619379,24.345459,2
1558,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,21,30,臺中市,潭子區,0,0,0,5,,,30,,,,,,,,,,,,,,17,59,,,,,B03,,,1,,2,,,59,,1,13,4,B03,120.701795,24.192054,3
1559,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,21,31,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,12,4,B03,120.657903,24.144334,3
1560,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,21,42,臺中市,大雅區,0,1,0,7,1,6,30,3,1,1,5,4,6,6,3,1,10,5,5,2,17,20,2,8,2,1,C03,7,5,1,10,2,14,,20,20,1,12,4,C03,120.649738,24.222405,2
1561,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,21,48,臺中市,北屯區,0,2,0,6,1,6,50,13,12,1,5,4,6,6,4,4,4,3,4,2,11,84,3,10,3,1,B03,7,9,1,8,8,4,,84,84,1,12,4,B03,120.667804,24.178232,2
1562,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,21,53,臺中市,大里區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,1,1,9,4,5,1,13,59,3,10,3,1,B03,7,9,1,8,2,1,,59,59,1,13,4,B03,120.728173,24.091461,2
1563,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,21,57,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,82,,,,,B03,,,1,,1,,,82,,1,13,4,B03,120.664025,24.164427,3
1564,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,3,臺中市,太平區,0,1,0,7,1,6,50,11,9,1,5,4,6,6,4,4,5,4,5,2,18,84,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,12,2,C03,120.728686,24.150141,2
1565,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,9,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,1,,,59,,1,12,4,B03,120.659687,24.157317,3
1566,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,15,臺中市,大里區,0,2,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,10,41,2,9,1,1,C03,7,9,3,19,8,11,,41,41,1,6,4,C03,120.699801,24.107245,2
1567,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,17,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,1,,,59,,1,13,4,B03,120.719089,24.161993,3
1568,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,20,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,51,,,,,B03,,,3,,2,,,51,,1,5,4,B03,120.579364,24.217944,3
1569,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,25,臺中市,北區,0,1,0,7,1,6,50,3,2,1,5,4,6,6,4,4,1,5,5,2,16,20,3,10,3,1,B03,7,6,1,8,2,7,,20,20,1,13,4,B03,120.681472,24.146831,2
1570,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,25,臺中市,西屯區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,2,1,5,5,4,2,17,51,3,10,3,1,B03,7,1,1,8,2,8,,51,51,1,12,4,B03,120.637618,24.166046,2
1571,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,35,臺中市,東區,0,0,0,6,,,40,,,,,,,,,,,,,,,49,,,,,B03,,,1,,2,,,49,,1,12,4,B03,120.701333,24.136462,3
1572,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,46,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,2,,,59,,1,6,4,B03,120.679453,24.115022,3
1573,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,22,55,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,12,47,,,,,B03,,,1,,2,,,47,,1,13,4,B03,120.718099,24.251817,3
1574,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,23,10,臺中市,沙鹿區,0,0,0,7,1,6,50,3,2,1,5,4,6,6,2,1,10,5,5,2,10,59,3,10,3,1,B03,7,9,1,8,4,1,,59,59,1,6,4,B03,120.567777,24.226769,3
1575,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,23,24,臺中市,潭子區,0,0,0,7,,,40,,,,,,,,,,,,,,,1,,,,,C03,,,1,,2,,,1,,1,13,4,C03,120.69524,24.203908,3
1576,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,23,25,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,1,,,,,B03,,,1,,1,,,1,,1,12,4,B03,120.673855,24.148955,3
1577,66000,387130000C,(04)23274275,(04)23288582,2023,8,4,23,52,臺中市,南屯區,0,0,0,7,1,6,50,4,1,1,5,4,6,6,1,1,3,4,5,2,10,4,3,10,3,1,B03,7,9,1,8,7,1,,4,4,1,13,4,B03,120.647058,24.146838,3
1578,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,0,18,臺中市,潭子區,0,1,0,5,1,6,50,18,24,1,4,4,6,6,4,4,5,5,5,1,19,53,2,9,1,1,C03,7,15,1,10,8,14,,53,53,1,13,4,C03,120.681533,24.223488,2
1579,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,0,42,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,18,84,,,,,F01,,,7,,9,,,84,,1,12,4,F01,120.723091,24.162035,4
1580,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,1,5,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,12,4,B03,120.657263,24.130573,3
1581,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,1,13,臺中市,梧棲區,0,2,0,6,3,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,17,59,2,1,4,1,F02,7,9,7,21,7,11,,59,59,1,6,4,F02,120.529619,24.243583,2
1582,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,1,45,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,30,84,,,,,B03,,,1,,2,,,84,,1,13,4,B03,120.653509,24.169872,3
1583,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,2,22,臺中市,石岡區,0,0,0,5,1,6,70,13,9,1,4,4,6,6,4,4,1,5,5,1,23,90,,,,,B03,,,3,,2,,,90,,1,12,4,B03,120.803879,24.267616,3
1584,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,2,26,臺中市,北區,0,0,0,5,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.666325,24.15921,3
1585,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,2,30,臺中市,西屯區,0,0,0,5,,,50,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,1,,,49,,1,13,4,B03,120.639636,24.165,3
1586,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,2,50,臺中市,霧峰區,0,1,0,6,1,6,40,13,7,1,5,4,6,6,4,4,5,5,4,2,18,87,2,9,1,1,C03,7,9,1,10,1,14,,87,87,1,5,4,C03,120.687504,24.046761,2
1587,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,3,6,臺中市,北區,0,0,0,5,,,50,,,,,,,,,,,,,,9,21,,,,,B03,,,1,,2,,,21,,1,13,4,B03,120.671294,24.173694,3
1588,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,3,16,臺中市,北屯區,0,0,0,5,,,40,,,,,,,,,,,,,,24,51,,,,,B01,,,1,,2,,,51,51,1,12,4,B01,120.700463,24.166711,3
1589,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,3,30,臺中市,北區,0,1,0,5,1,6,50,4,9,1,4,4,6,6,4,4,5,5,5,2,17,39,2,9,1,1,C03,7,6,1,10,2,11,,39,39,1,13,4,C03,120.676668,24.152213,2
1590,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,3,47,臺中市,西區,0,0,0,5,,,50,,,,,,,,,,,,,,,8,,,,,B03,,,1,,1,,,8,,1,12,4,B03,120.655781,24.151027,3
1591,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,4,44,臺中市,太平區,0,1,0,5,1,6,50,4,1,1,4,4,6,6,1,1,5,5,5,1,16,21,2,9,2,1,C03,7,9,1,11,2,11,,21,21,1,12,4,C03,120.717918,24.1288,2
1592,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,5,36,臺中市,北屯區,0,0,0,5,,,40,,,,,,,,,,,,,,23,55,,,,,B03,,,1,,2,,,55,,1,12,4,B03,120.68847,24.201012,3
1593,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,5,51,臺中市,大雅區,0,1,0,5,1,6,50,13,9,1,4,4,6,6,4,4,5,5,5,1,16,1,3,10,3,1,B03,7,6,1,8,2,4,,48,1,1,12,4,B03,120.644083,24.220765,2
1594,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,6,40,臺中市,霧峰區,0,1,0,5,1,6,50,13,9,1,4,4,6,6,4,4,9,5,5,2,18,87,2,9,1,1,C03,7,9,1,10,1,12,,87,87,1,5,4,C03,120.670054,24.067467,2
1595,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,6,43,臺中市,中區,0,2,0,5,2,6,50,4,1,1,4,4,6,6,2,1,10,5,5,2,15,21,2,9,1,1,C03,7,9,3,19,5,12,,21,21,1,13,4,C03,120.680272,24.143142,2
1596,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,6,50,臺中市,豐原區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,1,1,5,4,5,1,16,11,3,10,3,1,B03,7,6,1,8,2,5,,11,11,1,13,4,B03,120.720283,24.264687,2
1597,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,0,臺中市,西屯區,0,1,0,5,3,8,80,10,9,1,4,4,6,6,4,4,1,4,5,1,21,84,2,8,5,4,B03,7,9,1,8,2,1,,84,84,1,13,4,B03,120.625795,24.157066,2
1598,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,5,臺中市,北屯區,0,1,0,5,2,6,50,4,2,1,4,4,6,6,2,1,10,5,5,2,18,84,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,12,4,C03,120.696122,24.167847,2
1599,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,13,臺中市,南區,0,0,0,5,2,6,30,13,9,1,4,4,6,6,4,4,10,5,5,2,14,49,3,10,3,1,B03,7,2,1,8,9,6,,49,49,2,6,4,B03,120.669639,24.116986,3
1600,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,19,臺中市,石岡區,0,0,0,5,,,40,,,,,,,,,,,,,,,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.801226,24.268847,3
1601,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,20,臺中市,南屯區,0,1,0,5,2,6,40,9,9,1,4,4,6,6,4,4,1,4,5,2,22,84,2,7,3,1,B12,7,5,1,8,2,8,,84,84,1,6,4,B12,120.619421,24.1531,2
1602,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,22,臺中市,南區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,17,11,3,10,3,1,B03,7,6,1,8,2,1,,11,11,1,12,4,B03,120.653289,24.121969,2
1603,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,26,臺中市,豐原區,0,2,0,5,2,6,50,5,1,1,4,4,6,6,1,1,5,4,4,2,3,83,2,7,1,1,C03,7,11,1,10,2,11,,83,83,1,13,4,C03,120.72098,24.253744,2
1604,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,29,臺中市,豐原區,0,2,0,5,2,6,50,4,2,1,4,4,6,6,1,1,1,3,5,1,17,26,2,9,3,1,B03,7,6,1,8,2,2,,26,26,1,12,4,B03,120.722282,24.277875,2
1605,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,31,臺中市,龍井區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,2,2,10,5,5,2,17,84,3,10,5,4,B03,7,2,5,4,2,3,,84,84,1,13,4,B03,120.581716,24.175655,2
1606,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,37,臺中市,神岡區,0,3,0,5,2,6,50,4,1,1,4,4,6,6,2,1,1,4,4,1,15,21,2,9,1,1,C03,7,9,1,10,2,12,,21,21,1,12,4,C03,120.698948,24.235619,2
1607,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,40,臺中市,南屯區,0,2,0,5,2,6,50,4,1,1,4,4,6,6,2,1,10,5,5,2,16,11,2,9,1,1,C03,7,6,1,10,2,11,,11,11,1,13,4,C03,120.626206,24.113017,2
1608,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,43,臺中市,南屯區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,2,1,10,5,5,2,3,10,3,10,3,1,B03,7,6,1,8,2,5,,10,10,1,12,4,B03,120.650369,24.156557,2
1609,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,44,臺中市,大里區,0,1,0,5,2,6,50,13,8,1,4,4,6,6,1,1,3,4,4,1,18,59,2,9,2,1,C03,7,9,1,10,2,15,,59,59,1,13,4,C03,120.669692,24.103711,2
1610,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,7,46,臺中市,烏日區,0,0,0,5,,,50,,,,,,,,,,,,,,,51,,,,,B03,,,1,,2,,,51,,1,12,4,B03,120.641882,24.108891,3
1611,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,0,臺中市,南區,0,0,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,,23,84,3,10,3,1,B03,7,15,1,8,1,4,,84,84,1,12,4,B03,120.653289,24.121969,3
1612,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,10,臺中市,龍井區,0,1,0,5,1,6,30,4,1,1,4,4,6,6,4,4,10,5,5,2,15,20,2,9,1,1,C03,7,9,1,10,2,11,,20,20,1,12,4,C03,120.539443,24.216566,2
1613,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,15,臺中市,西屯區,0,1,0,5,1,6,50,3,1,1,4,4,6,6,1,1,10,5,5,2,17,84,3,10,5,4,B03,7,6,1,8,2,16,,84,84,1,12,4,B03,120.606877,24.193803,2
1614,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,19,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,51,,,,,B12,,,1,,2,,,51,,1,12,4,B12,120.730072,24.10998,3
1615,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,27,臺中市,大甲區,0,0,0,5,,,60,,,,,,,,,,,,,,,49,,,,,B03,,,1,,1,,,49,,1,6,4,B03,120.651854,24.373985,3
1616,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,29,臺中市,南屯區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,2,1,5,4,5,2,17,11,3,10,3,1,B03,7,6,1,8,2,5,,11,11,1,12,4,B03,120.610334,24.135676,2
1617,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,37,臺中市,神岡區,0,1,0,5,3,6,50,13,9,1,4,4,6,6,4,4,5,5,4,1,17,51,3,10,3,1,B03,7,1,1,8,2,8,,51,51,1,13,4,B03,120.672155,24.255366,2
1618,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,41,臺中市,南區,0,0,0,5,,,50,,,,,,,,,,,,,,17,84,,,,,B03,,,1,8,2,,,84,84,1,13,4,B03,120.665713,24.113921,3
1619,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,45,臺中市,西屯區,0,0,0,5,,,50,,,,,,,,,,,,,,13,84,,,,,B03,,,1,,1,,,84,,1,12,4,B03,120.652208,24.165791,3
1620,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,49,臺中市,沙鹿區,0,0,0,5,,,50,,,,,,,,,,,,,,17,50,,,,,B12,,,1,,2,,,50,50,1,13,4,B12,120.559685,24.237547,3
1621,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,50,臺中市,北屯區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,16,23,3,10,3,1,B03,7,6,1,8,2,2,,23,23,1,12,4,B03,120.66268,24.186561,2
1622,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,8,54,臺中市,大甲區,0,0,0,5,,,50,,,,,,,,,,,,,,2,84,,,,,B03,,,1,,2,,,84,,1,13,4,B03,120.621483,24.344364,3
1623,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,0,臺中市,南屯區,0,1,0,5,2,6,50,13,7,1,4,4,6,6,4,4,5,5,4,2,17,34,3,10,3,1,B03,7,6,1,8,2,16,,34,34,1,12,4,B03,120.636525,24.145539,2
1624,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,28,臺中市,北區,0,0,0,5,2,6,40,13,8,1,4,4,6,6,4,4,9,4,4,2,14,49,3,10,3,1,B03,7,2,1,8,1,3,,49,49,1,12,4,B03,120.670558,24.155208,3
1625,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,28,臺中市,大甲區,0,0,0,5,,,50,,,,,,,,,,,,,,13,84,,,,,B03,,,1,,2,,,84,84,1,6,4,B03,120.613633,24.349828,3
1626,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,30,臺中市,梧棲區,0,0,0,5,,,70,,,,,,,,,,,,,,14,49,,,,,B12,,,1,,2,,,49,,1,6,4,B12,120.54781,24.234185,4
1627,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,33,臺中市,大肚區,0,0,0,5,,,50,,,,,,,,,,,,,,,49,,,,,B11,,,1,,2,,,49,,1,13,4,B11,120.578785,24.174146,3
1628,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,35,臺中市,豐原區,0,1,0,5,2,6,50,13,7,1,4,4,6,6,4,4,1,3,4,1,12,45,3,10,3,1,B03,7,11,1,8,2,4,,45,45,1,13,4,B03,120.731377,24.258524,2
1629,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,37,臺中市,北屯區,0,0,0,5,,,50,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,2,,,49,,1,12,4,B03,120.683917,24.186317,3
1630,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,38,臺中市,南區,0,1,0,5,3,6,50,4,9,1,4,4,6,6,2,1,5,5,5,2,30,119,,,,,,,,,,,,,119,119,1,,,,120.654167,24.116536,2
1631,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,39,臺中市,烏日區,0,0,0,5,1,6,50,13,14,1,5,4,6,6,4,4,1,4,4,1,14,49,,,,,B03,,,1,,2,,,49,,1,12,4,B03,120.639605,24.108054,3
1632,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,44,臺中市,太平區,0,1,0,5,3,6,50,4,1,1,4,4,6,6,4,4,10,5,5,2,16,12,3,10,3,1,B03,7,6,1,8,2,1,,12,12,1,6,4,B03,120.718132,24.128344,2
1633,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,48,臺中市,清水區,0,1,0,5,3,6,50,4,1,1,4,4,6,6,1,1,9,4,5,1,17,25,2,9,2,1,C03,7,9,1,10,2,11,,25,25,1,12,4,C03,120.560758,24.28422,2
1634,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,49,臺中市,沙鹿區,0,0,0,5,,,50,,,,,,,,,,,,,,,7,,,,,B02,,,1,,2,,,7,,1,13,4,B02,120.575126,24.209903,3
1635,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,50,臺中市,西屯區,0,1,0,5,2,6,40,4,1,1,4,4,6,6,2,1,10,5,5,2,17,87,2,9,5,4,C03,7,9,1,10,2,12,,87,87,1,13,4,C03,120.635172,24.179435,2
1636,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,55,臺中市,霧峰區,0,0,0,5,2,6,80,13,9,1,4,4,6,6,4,4,1,3,5,1,13,7,,,,,B03,,,1,,2,,,7,7,1,13,4,B03,120.690399,24.067582,3
1637,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,58,臺中市,沙鹿區,0,0,0,5,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,13,4,B03,120.562433,24.233402,3
1638,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,59,臺中市,大雅區,0,0,0,5,,,50,,,,,,,,,,,,,,16,20,,,,,C03,,,1,,2,,,20,,1,12,4,C03,120.648676,24.216048,3
1639,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,9,59,臺中市,西屯區,0,1,0,5,3,9,50,3,1,1,4,4,6,6,4,4,10,5,5,2,17,85,2,9,1,1,C03,7,15,1,10,2,12,,85,85,1,12,4,C03,120.63204,24.182817,2
1640,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,0,臺中市,北屯區,0,0,0,5,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,7,1,12,4,B03,120.693418,24.183244,3
1641,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,7,臺中市,北屯區,0,3,0,5,2,6,50,13,9,1,4,4,6,6,4,4,3,4,5,2,17,40,2,3,3,1,B03,7,7,1,7,2,6,,40,40,1,12,4,B03,120.693286,24.16372,2
1642,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,8,臺中市,沙鹿區,0,1,0,5,2,6,60,3,12,1,4,4,6,6,3,1,1,4,4,1,13,59,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,13,4,C03,120.583169,24.249909,2
1643,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,17,臺中市,西屯區,0,0,0,5,,,30,,,,,,,,,,,,,,,39,,,,,B03,,,1,,1,,,39,,1,13,4,B03,120.645997,24.169096,3
1644,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,28,臺中市,大肚區,0,0,0,5,,,30,,,,,,,,,,,,,,,8,,,,,B12,,,1,,2,,,8,,1,13,4,B12,120.579813,24.174494,3
1645,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,30,臺中市,大雅區,0,1,0,5,3,6,50,3,1,1,4,4,6,6,4,4,5,4,4,2,17,12,3,10,1,1,C03,7,6,1,10,2,16,,12,12,1,13,4,C03,120.651625,24.216556,2
1646,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,30,臺中市,清水區,0,1,0,6,3,6,50,4,2,1,5,4,6,6,1,1,5,5,4,2,12,8,3,10,3,1,B03,7,15,1,8,2,5,,8,8,1,12,4,B03,120.578045,24.271646,2
1647,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,39,臺中市,太平區,0,0,0,5,,,50,,,,,,,,,,,,,,,49,,,,,B03,,,1,,2,,,49,,1,12,4,B03,120.735914,24.147205,3
1648,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,40,臺中市,北屯區,0,0,0,5,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,12,4,B03,120.678451,24.173113,3
1649,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,45,臺中市,大甲區,0,0,0,5,,,70,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,6,4,B03,120.616022,24.335463,3
1650,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,57,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,,1,13,4,B03,120.665875,24.138951,3
1651,66000,387130000C,(04)23274275,(04)23288582,2023,8,5,10,58,臺中市,石岡區,0,0,0,5,,,50,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,2,,,7,,1,12,4,B03,120.778455,24.275869,3
